LotFrontage,ZoningScore,EVI,LotArea,Price_per_m^2_norm,PDI,MSZoning_RL,LotConfig_CulDSac,LandContour_HLS,LotShape_IR2,Condition1_Norm,Condition1_Feedr,LotShape_Reg,MSZoning_RM,SalePrice
75.0,0.3107389240247977,0.2928341469072351,13500,0.2413302025574863,0.2598238226902115,False,False,False,False,False,False,True,True,325000
105.0,0.7956049338860387,0.4420659637641039,13693,0.2804531777229004,0.4303566464105726,True,False,False,False,True,False,True,False,380000
44.0,0.3107389240247977,0.5928949804337016,3842,0.7467150275051563,0.3173337213237757,False,False,True,False,True,False,False,True,275000
70.61538461538461,0.7956049338860387,0.3378293114990074,11200,0.1561903995084969,0.363702993418104,True,False,False,False,True,False,True,False,180000
64.0,0.7956049338860387,0.3769328295472678,10475,0.2343974356050177,0.362686376997996,True,False,False,False,True,False,False,False,245350
78.03424657534246,0.7956049338860387,0.3154367365302055,12772,0.111405249570893,0.3659072982628071,True,True,False,False,True,False,False,False,151500
69.0,0.7956049338860387,0.3908684813129015,10205,0.125426633873127,0.4649393539682208,True,False,False,False,True,False,False,False,134500
54.0,0.7956049338860387,0.3627610075374857,6342,0.1428958968486114,0.4042593833412397,True,False,False,False,False,True,True,False,94000
65.11290322580645,1.0,0.5089624578613232,7500,0.2916091262489622,0.5034306652841175,False,False,False,False,True,False,True,False,216000
91.0,0.7956049338860387,0.4307239621659498,10437,0.3419797008423817,0.3626330922752869,True,False,False,False,True,False,False,False,350000
81.21951219512195,0.7956049338860387,0.3805543877220757,12046,0.1574300256388441,0.4280471743499962,True,False,False,False,True,False,False,False,195000
75.0,0.7956049338860387,0.4590201274149831,10762,0.1038351892351852,0.5841414484563516,True,False,False,False,True,False,True,False,120000
72.4375,0.7956049338860387,0.4240963794079921,9375,0.2445140090106769,0.424301819235364,True,False,False,False,True,False,True,False,228500
88.96153846153847,0.7956049338860387,0.3384774912312649,29959,0.0732762326572225,0.4531653121891605,True,False,False,True,True,False,False,False,248000
71.0,0.7956049338860387,0.3240038521925996,9204,0.1285394808956811,0.3609041432463309,True,False,False,False,True,False,True,False,124000
43.0,0.7956049338860387,0.6769033044484678,3182,0.623812069617944,0.5103546537685876,True,False,False,False,True,False,True,False,191000
78.0,0.7956049338860387,0.347290908761897,10140,0.175113594034276,0.3622166301004289,True,False,False,False,True,False,True,False,181000
60.0,0.7956049338860387,0.3455662249174446,9060,0.1085063316085293,0.4080706432444859,True,False,False,False,True,False,True,False,105000
78.03424657534246,0.7956049338860387,0.3126354594065248,12342,0.1058026953235317,0.3653043395584672,True,False,False,False,True,False,False,False,139900
75.0,0.7956049338860387,0.3384859650848881,9750,0.1575037066802583,0.3616697605778881,True,False,False,False,True,False,True,False,157900
70.0,0.7956049338860387,0.3429114508738315,11767,0.1031967835213031,0.4118664786227373,True,False,False,False,True,False,True,False,130500
80.0,0.7956049338860387,0.4073697011038341,8121,0.2110606524023607,0.4225434233859634,True,False,False,False,True,False,False,False,172400
60.0,0.7956049338860387,0.4124302954465674,7134,0.1790765779299328,0.4527383701934926,True,False,False,False,True,False,True,False,130000
74.0,0.7956049338860387,0.3989998437565619,9056,0.1943209377078165,0.4238545080105165,True,False,False,False,True,False,False,False,178000
81.21951219512195,0.7956049338860387,0.3400900704999326,9790,0.1607119175103473,0.3617258497596871,True,False,False,False,False,True,True,False,161500
65.0,0.3107389240247977,0.3675951904660435,7800,0.1487470265172082,0.4334100616522664,False,False,False,False,False,False,True,True,119900
80.0,0.7956049338860387,0.3817419382836155,16560,0.1387524951829762,0.4501663122002308,True,False,False,False,True,False,False,False,239000
105.0,0.7956049338860387,0.3383474719268412,11751,0.1572267203641645,0.3644756218973861,True,False,False,False,True,False,False,False,190000
21.0,0.3107389240247977,0.5246531381988403,1680,0.5260208167196441,0.3774599957843785,False,False,False,False,True,False,True,True,85400
81.21951219512195,0.7956049338860387,0.3551852921160002,10603,0.1909023607424825,0.362865862379753,True,False,False,False,True,False,False,False,205000
71.0,0.7956049338860387,0.3299266899825309,9187,0.1403851564755438,0.3608803053440663,True,False,False,False,True,False,True,False,134000
70.3103448275862,0.7956049338860387,0.4588140126320555,32463,0.0402650649324877,0.6619396528645186,True,False,False,False,True,False,True,False,168000
70.0,0.7956049338860387,0.3822544596997942,11207,0.160830169594281,0.4268707037617609,True,False,True,False,True,False,False,False,185000
78.03424657534246,0.7956049338860387,0.3835345518032866,14112,0.1212850906433711,0.4625231279583388,True,False,False,False,True,False,False,False,180500
75.0,0.3107389240247977,0.1974328200118435,13710,0.1031591277140715,0.2206446066841302,False,False,False,False,True,False,True,True,152000
80.0,0.7956049338860387,0.4141507101327851,9554,0.2246226704602628,0.4245528183239148,True,False,False,False,True,False,False,False,215000
64.0,0.7956049338860387,0.3457582863953463,8712,0.1720483493011746,0.3602142463102025,True,False,False,False,True,False,False,False,153000
90.0,0.3107389240247977,0.2343855548416479,8100,0.1244330184263119,0.2522517831473383,False,False,False,False,True,False,True,True,106000
102.0,1.0,0.5180716890310962,11143,0.3098275885885083,0.508538987516467,False,False,False,False,True,False,False,False,340000
77.0,0.7956049338860387,0.3703459352000894,9786,0.1580657521738188,0.4090886618941388,True,False,False,False,True,False,False,False,159000
50.0,0.3107389240247977,0.2448464075665354,6000,0.1979863028234553,0.2098334168923613,False,False,False,False,True,False,True,True,120000
100.0,0.7956049338860387,0.2804636699063241,21750,0.0414591163231304,0.3784965151176062,True,False,False,False,True,False,True,False,115000
29.8,0.7956049338860387,0.495769124398134,4928,0.2615437095172764,0.5128029465541165,True,False,False,False,True,False,False,False,128000
90.0,0.7956049338860387,0.395542840532494,11694,0.2716174575754702,0.3643956948133224,True,False,False,False,True,False,True,False,314813
60.0,0.7956049338860387,0.3449957599411841,11409,0.1073654016560082,0.4113644804456357,True,False,False,False,True,False,True,False,131000
67.0,0.7956049338860387,0.4532518812653348,14948,0.3028250127253621,0.4321164444895181,True,False,False,False,True,False,False,False,446261
52.0,0.3107389240247977,0.2471481050392997,6240,0.202589697768984,0.2101699519831557,False,False,False,False,True,False,True,True,127500
50.0,0.3107389240247977,0.4893171405018059,2500,0.6448225055361018,0.2365045608533646,False,False,False,False,True,False,True,True,155000
105.0,0.7956049338860387,0.3362747034529823,11249,0.1530811834164467,0.3637717026658079,True,False,False,True,True,False,False,False,177500
63.10227272727273,0.3107389240247977,0.1937694265730372,12358,0.095832340836459,0.218748792339322,False,False,False,False,False,True,False,True,128500
51.0,0.7956049338860387,0.4110487873767046,8029,0.2184188249481017,0.4224144182678256,True,False,False,False,True,False,False,False,176000
52.0,0.7956049338860387,0.3403428533297749,46589,0.0770069568542424,0.4764843895221199,True,True,False,True,True,False,False,False,402000
55.0,0.3266552583926281,0.2454025161771527,8525,0.1474434562660969,0.2513195276089802,False,False,False,False,True,False,True,False,130000
75.0,0.7956049338860387,0.3458315574504939,8250,0.1721948914114699,0.3595664162604233,True,False,False,False,True,False,True,False,145000
80.0,0.7956049338860387,0.3337922072015398,9600,0.1481161909135618,0.3614594261461416,True,False,False,False,True,False,True,False,147000
70.0,0.7956049338860387,0.3105986472180497,10500,0.1017290709465814,0.3627214327366205,True,False,False,False,True,False,True,False,115000
60.0,0.7956049338860387,0.4284938150537356,7500,0.253308880302164,0.421672638838533,True,False,False,False,True,False,True,False,189000
100.0,0.7956049338860387,0.3564493192216525,25000,0.0460619939011555,0.4935800769282536,True,False,False,False,True,False,True,False,143000
90.0,0.7956049338860387,0.412653589878208,10800,0.2216284299511086,0.4262999963369555,True,False,False,False,True,False,True,False,240000
34.0,0.7956049338860387,0.6022479353307242,5001,0.4745013313824567,0.5129053093108998,True,False,False,False,True,False,False,False,230000
107.0,0.7956049338860387,0.3936674716861597,10186,0.183656193567012,0.4254390273963399,True,False,False,False,True,False,False,False,190000
70.0,0.7956049338860387,0.3872244699621401,8400,0.2549807164347623,0.3597767506921698,True,False,False,False,True,False,True,False,213000
50.0,0.7956049338860387,0.3452011522386995,5330,0.1498814494089339,0.3712613796733024,True,False,True,False,True,False,True,False,82500
76.0,0.7956049338860387,0.4048061164978715,9591,0.290144009506225,0.3614468060802368,True,False,False,False,True,False,True,False,274900
70.0,0.7956049338860387,0.356299257539859,7931,0.1931302915902001,0.3591191050355758,True,False,False,False,True,False,True,False,155000
49.0,0.7956049338860387,0.3600204748384787,20896,0.2005727261874396,0.3772990110861963,True,True,False,True,False,False,False,False,423000
120.0,0.7956049338860387,0.3238390509751719,9560,0.128209878460826,0.3614033369643425,True,False,False,False,True,False,False,False,128500
96.0,0.7956049338860387,0.4520327430838454,11308,0.3003867363623836,0.4270123289458036,True,False,False,False,True,False,False,False,335000
89.0,0.7956049338860387,0.3641829197294395,12461,0.2088976159693612,0.3654712048743194,True,False,False,False,True,False,True,False,262000
70.0,0.7956049338860387,0.3138441624375824,11200,0.1082201013856469,0.363702993418104,True,False,False,False,True,False,True,False,129500
80.0,0.7956049338860387,0.4189652045637861,9505,0.2342516593222648,0.4244841090762109,True,True,False,False,True,False,False,False,222500
30.0,0.7956049338860387,0.5080102345674148,9549,0.2860259298558379,0.5192826492814531,True,True,False,False,True,False,False,False,270000
34.0,0.7956049338860387,0.5756122671621109,5063,0.4212299950452303,0.5129922475426884,True,False,False,False,True,False,True,False,207500
90.0,0.7956049338860387,0.3740078051503133,11700,0.1443368604953191,0.4275620029274344,True,False,False,False,True,False,True,False,175000
103.0,0.7956049338860387,0.390902832920767,13125,0.1781269160362266,0.4295601800290259,True,False,False,False,True,False,False,False,238000
55.0,0.7956049338860387,0.5584025453912335,5687,0.2394421304508437,0.6243935545682275,True,False,False,False,True,False,True,False,135900
44.0,0.7956049338860387,0.5446300762933314,6371,0.359265613307671,0.5148263637875177,True,False,False,False,True,False,False,False,224000
76.0,0.7956049338860387,0.4062261328874891,9967,0.1666682528117762,0.4567108864944111,True,False,False,False,True,False,False,False,170000
62.0,1.0,0.4448700164747109,7500,0.2476347697915271,0.4402727705472754,False,False,False,False,True,False,True,False,185000
75.0,1.0,0.5049905805038775,9375,0.2836653715340707,0.5060598456809485,False,False,False,False,True,False,True,False,263000
60.0,0.7956049338860387,0.2924107539652723,8281,0.0653532844410266,0.3596098853763176,True,False,False,False,True,False,False,False,62383
69.0,0.7956049338860387,0.3412624420636916,8973,0.1630566606378653,0.3605802282214413,True,False,False,False,True,False,True,False,150000
74.69444444444444,0.7956049338860387,0.3754010721353511,16647,0.0944918155180264,0.4739725166969595,True,True,False,False,False,False,False,False,171000
70.0,0.7956049338860387,0.3427740323146003,8176,0.1660798411396826,0.359462651274095,True,False,False,False,True,False,True,False,139000
49.0,0.3107389240247977,0.222201807852991,5820,0.2158549981332087,0.1622125945216339,False,False,False,False,True,False,True,True,126175
65.0,1.0,0.4905979809586276,8125,0.2548801724435711,0.5043070587497278,False,False,False,False,True,False,True,False,205950
67.0,0.7956049338860387,0.3312812690486078,12354,0.0799364198708555,0.4126895873656385,True,False,False,False,True,False,True,False,110000
104.0,0.7956049338860387,0.4852956782231612,13518,0.366912606641015,0.4301112562402017,True,False,False,False,True,False,True,False,485000
80.0,0.7956049338860387,0.341336660028934,10400,0.16320509656835,0.3625812097821228,True,False,False,False,True,False,True,False,174000
35.0,0.3107389240247977,0.4851831305619714,3675,0.4049755382880113,0.4118363910950278,False,False,False,False,True,False,True,True,145000
72.0,1.0,0.4882558948520202,8640,0.2501960002303562,0.5050292069653908,False,False,False,False,True,False,True,False,215200
84.0,0.7956049338860387,0.3982017144917328,11670,0.2769352054939478,0.364362041304243,True,False,False,False,False,False,False,False,320000
43.0,0.7956049338860387,0.4001642876972455,10667,0.1966498255891837,0.4261134998074736,True,True,False,True,False,False,False,False,212000
82.0,0.7956049338860387,0.4148672204893052,9020,0.1839504280154084,0.4553829751153183,True,False,False,False,False,True,True,False,168500
70.0,0.7956049338860387,0.3840651200541202,11218,0.164451490302933,0.4268861282867557,True,False,False,False,True,False,True,False,189000
85.0,0.7956049338860387,0.369363723578099,13825,0.0929434341929959,0.4621206880789305,True,False,False,False,True,False,True,False,140000
80.0,0.7956049338860387,0.370983683132419,13031,0.1382886164595306,0.4294283704517981,True,False,False,True,True,False,False,False,187500
100.0,1.0,0.4637868960059922,12552,0.2012580025383002,0.5105147289453389,False,False,False,False,True,False,True,False,254900
78.03424657534246,0.7956049338860387,0.3495135519078207,7390,0.1795588803261234,0.3583604988517435,True,False,False,False,True,False,False,False,135000
65.0,0.7956049338860387,0.3347214109961002,9750,0.1499745985026825,0.3616697605778881,True,False,False,False,True,False,True,False,151000
50.0,0.3107389240247977,0.2066181119434619,6000,0.1846876063141504,0.1624649958397297,False,False,False,False,True,False,True,True,112500
60.0,0.7956049338860387,0.3912394523852098,9120,0.1998527865440595,0.4081547770171845,True,False,False,False,True,False,True,False,184000
102.0,0.7956049338860387,0.3762941618290398,15863,0.117330626484351,0.4570836950494874,True,False,False,False,True,False,True,False,197000
82.14285714285714,0.7956049338860387,0.360280709072788,11250,0.137935299919216,0.4111415259479845,True,False,False,False,True,False,True,False,161500
60.0,0.3107389240247977,0.1802036040959773,7200,0.110805959040234,0.1799371449779121,False,False,False,False,True,False,True,True,85000
68.0,0.7956049338860387,0.3748534792095217,8814,0.2302387349295255,0.36035727372379,True,False,False,False,True,False,True,False,203000
77.0,0.7956049338860387,0.4488303936228354,11198,0.2939820374403635,0.4268580836958561,True,False,False,False,True,False,False,False,325000
72.4375,0.7956049338860387,0.4451213979471797,11050,0.2865640460890521,0.4266505537231996,True,False,False,False,False,False,True,False,313000
75.0,0.7956049338860387,0.4275281890211208,9473,0.2513776282369342,0.4244392377307717,True,False,False,False,True,False,True,False,237000
60.0,0.7956049338860387,0.3760137308486398,13515,0.1272960803130248,0.4458965232357773,True,False,False,False,True,False,True,False,180500
78.03424657534246,0.7956049338860387,0.316124874338932,11425,0.1127815251883461,0.3640184950657237,True,False,False,False,True,False,False,False,137000
40.0,0.7956049338860387,0.3751572059010256,4280,0.2097935567335859,0.3697890386510771,True,False,False,False,True,False,True,False,90350
55.0,0.7956049338860387,0.3895273858885564,12640,0.1122181272349632,0.4762485197523439,True,False,False,False,True,False,False,False,150900
78.0,0.7956049338860387,0.3632465396008023,10264,0.2070248557120866,0.362390506564006,True,False,False,False,True,False,False,False,214000
74.69444444444444,0.7956049338860387,0.3093270791741219,11341,0.0991859348587258,0.3639007077839457,True,False,False,False,True,False,False,False,121500
160.0,0.7956049338860387,0.5481081632121543,15623,0.4925375766190011,0.4330629494323772,True,False,False,False,True,False,False,False,745000
92.0,0.7956049338860387,0.3790062854570749,11952,0.1543338211088425,0.4279153647727685,True,False,False,False,False,False,True,False,190000
43.0,0.7956049338860387,0.6601858984028299,3182,0.5903772575266681,0.5103546537685876,True,False,False,False,True,False,True,False,181000
68.0,0.7956049338860387,0.2856851695297869,9571,0.0519021155700559,0.3614187614893373,True,False,False,False,True,False,True,False,60000
122.0,0.7956049338860387,0.3589681856127484,11923,0.198468147735979,0.364716805379122,True,False,False,False,True,False,False,False,239000
81.0,0.7956049338860387,0.3792571194566066,11841,0.0916775943710637,0.4751281383459076,True,False,False,False,True,False,True,False,118500
60.0,0.7956049338860387,0.3332380948469854,7200,0.147007966204453,0.358094075238198,True,False,False,False,True,False,True,False,109500
88.0,0.7956049338860387,0.3255720648504347,7990,0.1316759062113515,0.3592018365787294,True,False,False,False,True,False,False,False,110000
59.0,0.7956049338860387,0.3563074161711552,7227,0.140515029905424,0.3976056196464387,True,False,True,False,False,False,True,False,105500
80.0,0.7956049338860387,0.3892676174184707,11214,0.174856485031634,0.4268805193685758,True,False,False,False,True,False,False,False,199900
90.0,0.7956049338860387,0.3508371620948505,14684,0.1822061007001831,0.3685883611528022,True,True,False,False,True,False,False,False,271900
75.0,0.7956049338860387,0.4914580862892881,11625,0.105553212246953,0.632719993606298,True,False,False,False,True,False,True,False,131500
115.0,0.7956049338860387,0.3176538183575651,21286,0.0526815184887702,0.4252143016613687,True,False,False,False,True,False,True,False,135000
50.0,0.7956049338860387,0.359231088639988,8405,0.1358360590536161,0.4071521828925263,True,False,False,False,True,False,True,False,119000
46.0,0.7956049338860387,0.3501131207021801,20544,0.0965474915990529,0.4399633210232067,True,True,False,False,True,False,False,False,215000
36.0,0.7956049338860387,0.2980859609781293,15523,0.0767036984667405,0.3697648317410375,True,True,False,False,True,False,False,False,133500
50.0,0.7956049338860387,0.3771924097753295,9638,0.171758701324299,0.4088811319214823,True,False,False,False,False,True,True,False,169000
80.0,0.7956049338860387,0.4038755968967819,8800,0.151440865040888,0.4629692214575288,True,False,False,False,False,True,True,False,137500
70.0,0.7956049338860387,0.3454064074290038,8402,0.1713445913684897,0.3597795551512597,True,False,False,False,False,True,True,False,147000
73.0,0.7956049338860387,0.3943863830783062,8688,0.2693045426670944,0.360180592801123,True,False,False,False,True,False,True,False,232000
79.0,0.7956049338860387,0.3329906857540879,10289,0.1465131480186579,0.3624255623026304,True,False,False,False,True,False,True,False,156000
77.0,0.7956049338860387,0.3426784865498529,10010,0.1658887496101878,0.362034340259582,True,False,False,False,True,False,True,False,170000
69.05,0.7956049338860387,0.2984220189284858,12342,0.0563231827885063,0.3810938132426777,True,False,False,False,True,False,False,False,82500
60.0,0.7956049338860387,0.4194858233039858,7200,0.2142402652237169,0.4370414436592506,True,False,False,False,False,True,True,False,155000
77.0,0.7956049338860387,0.5212454504128828,9965,0.4388121510204583,0.4251291346669001,True,False,False,False,True,False,True,False,424870
39.0,0.7956049338860387,0.5910498543173384,5389,0.4521051693556852,0.5134493743743507,True,False,False,False,True,False,False,False,236500
90.0,0.7956049338860387,0.360031444389197,10768,0.2005946652888762,0.3630972302546741,True,False,False,False,True,False,False,False,218000
75.0,0.7956049338860387,0.368547839040281,9750,0.2176274545910441,0.3616697605778881,True,False,False,False,True,False,True,False,213000
85.0,0.7956049338860387,0.3683335785751123,14331,0.2171989336607067,0.3680933741234255,True,False,False,False,True,False,True,False,312500
80.0,0.7956049338860387,0.4191145961205568,9600,0.1924451792779116,0.4561962682514047,True,False,False,False,False,True,True,False,187000
80.0,0.7956049338860387,0.3334521766398153,24682,0.0632256034743232,0.4457657468803194,True,True,False,False,False,False,False,False,181000
76.0,0.7956049338860387,0.4166514451359406,10142,0.229624140466574,0.4253773292963609,True,False,False,False,True,False,False,False,233000
60.0,0.7956049338860387,0.3395474692908014,9084,0.0964688203552428,0.4081042967535653,True,False,False,False,False,False,True,False,95000
56.0,0.7956049338860387,0.329840492923226,4130,0.1191601307779867,0.3695787042193306,True,False,False,False,True,False,False,False,52000
48.0,0.7956049338860387,0.308831596337793,17043,0.098194969186068,0.3718962206494018,True,True,False,False,True,False,False,False,181000
63.0,0.7956049338860387,0.4055553449910195,17423,0.2916424664925211,0.3724290678764929,True,True,False,False,True,False,False,False,501837
78.03424657534246,0.7956049338860387,0.3099517362669743,8125,0.1004352490444307,0.3593911375673013,True,False,False,False,True,False,False,False,88000
70.3103448275862,0.7956049338860387,0.3201943657536714,8780,0.1209205080178248,0.3603095979192608,True,False,False,False,True,False,False,False,112000
70.0,0.7956049338860387,0.3482705784350133,7763,0.1770729333805086,0.3588835304720197,True,False,False,False,True,False,True,False,140000
80.0,0.7956049338860387,0.3448744542926273,9600,0.1702806850957367,0.3614594261461416,True,False,False,False,True,False,True,False,167000
80.0,0.7956049338860387,0.3189458175639968,11600,0.1184234116384757,0.3642638852360946,True,False,False,False,True,False,True,False,145250
85.0,0.7956049338860387,0.3371263443482038,13175,0.1547844652068897,0.3664723967694326,True,False,False,False,True,False,True,False,210000
60.0,0.3107389240247977,0.239760221868573,10440,0.1457086682696358,0.2476382634404781,False,False,False,False,True,False,True,True,157500
84.0,0.7956049338860387,0.3646460007540432,10084,0.2098237780185685,0.3621381052459102,True,False,False,False,True,False,True,False,212900
70.0,0.7956049338860387,0.3210232664597759,9100,0.1225783094300338,0.3607583113736534,True,False,False,False,True,False,True,False,117500
65.0,0.7956049338860387,0.3648149828853557,8773,0.2101617422811935,0.360299782312446,True,False,False,False,True,False,True,False,185500
105.0,0.0,0.0986183556065417,8470,0.0919735533183467,0.0890013542585342,False,False,False,False,False,True,False,False,85000
70.0,0.7956049338860387,0.4179228187464168,8393,0.1690089929506841,0.4702932508748286,True,False,False,False,True,False,True,False,145000
87.0,0.7956049338860387,0.3742762146107538,11146,0.2290842057319897,0.3636272730226753,True,False,False,False,True,False,False,False,255500
