SalePrice,LotFrontage,ZoningScore,EVI,Price_per_m^2,LotArea,PDI,MSZoning_RL,LotConfig_CulDSac,LotShape_IR2,LandContour_HLS,Condition1_Norm,Condition1_Feedr,LotShape_Reg,MSZoning_RM
40000,50.0,0.0,0.0913206303517072,50.65371788791725,8500,0.1206223685133045,False,False,False,False,False,True,True,False
149350,74.4375,0.8350439463269663,0.3571544286937586,188.15434373760465,8544,0.3757542767230175,True,True,False,False,True,False,False,False
179900,85.0,0.8350439463269663,0.350781233062998,175.25824216741032,11049,0.3792668617331836,True,False,False,False,True,False,True,False
165500,70.0,0.8350439463269663,0.3476013232559466,168.82372450442475,10552,0.3785699536493302,True,False,False,False,True,False,False,False
277500,60.0,0.8350439463269663,0.5712861439209929,408.4488481749105,7313,0.5319228689952566,True,False,False,False,True,False,True,False
309000,108.0,0.8350439463269663,0.4287756930407915,247.87969524633823,13418,0.4457466382620751,True,False,False,False,True,False,True,False
145000,112.0,0.8350439463269663,0.3352002814097473,143.7303326661249,10859,0.3790004381196381,True,False,False,False,True,False,True,False
153000,74.0,0.8350439463269663,0.3595608887629262,193.02379311192087,8532,0.3757374499684777,True,False,False,False,True,False,True,False
109000,68.0,0.8350439463269663,0.3373609080440269,148.10234039117435,7922,0.374882089946042,True,False,False,False,True,False,True,False
82000,65.0,0.8350439463269663,0.4100716923448137,146.13262155578775,6040,0.48276940973187,True,False,False,False,True,False,True,False
160000,84.0,0.8350439463269663,0.3624734577151705,198.9173490632001,8658,0.3759141308911448,True,False,False,False,True,False,True,False
170000,115.0,0.8350439463269663,0.3176631163542683,108.24404369719082,16905,0.3874783179485661,True,False,False,False,True,False,True,False
144000,71.5,0.8350439463269663,0.4160332490729157,168.8457262930575,9180,0.479277673660991,True,True,False,False,True,False,False,False
130250,71.68253968253968,0.8350439463269663,0.3394804913507153,152.3912973278815,9200,0.376674139304522,True,True,False,False,True,False,False,False
141000,70.0,0.8350439463269663,0.3585742385053007,191.02731557164515,7945,0.3749143412255765,True,False,False,False,True,False,True,False
319900,61.0,0.8350439463269663,0.591644775917558,449.6443490301978,7658,0.5324066381882735,True,False,False,False,True,False,True,False
239686,48.0,0.8350439463269663,0.3951871620713524,201.2135191824761,12822,0.4291214357690585,True,True,False,False,True,False,False,False
249700,84.0,1.0,0.4333636557025889,242.2268915176865,11096,0.445315187991011,False,False,False,False,True,False,True,False
113000,33.0,0.3712831948941708,0.4388855490758678,272.9628368006313,4456,0.4529387144016142,False,False,False,False,True,False,True,True
127000,66.0,0.8350439463269663,0.3514302812354944,176.57158505556274,7742,0.3746296886279463,True,False,False,False,True,False,True,False
177000,79.87755102040816,0.8350439463269663,0.3741633098475384,137.37205018813813,13869,0.4463790437868595,True,False,True,False,True,False,False,False
114500,52.0,0.3712831948941708,0.2542291392090242,197.51094124365173,6240,0.2343876603309049,False,False,False,False,True,False,True,True
110000,110.0,0.3712831948941708,0.2677932088070983,139.75810382791144,8472,0.3006753314121346,False,False,True,False,False,False,False,True
385000,68.0,0.8350439463269663,0.3049085737133519,82.43534631706609,50271,0.4342651089462524,True,False,False,False,True,False,False,False
130000,60.0,0.8350439463269663,0.4242619991788458,196.14647556121588,7134,0.4685139751698637,True,False,False,False,True,False,True,False
180500,100.0,0.8350439463269663,0.3585345926493934,190.9470925541451,10175,0.3780413131108741,True,False,False,False,True,False,False,False
172500,24.0,1.0,0.8079471496029093,701.9944598597228,2645,0.6545175776853619,False,False,False,False,True,False,True,False
196500,89.0,0.8350439463269663,0.3960365768757297,181.6324008207252,11645,0.4432604852788318,True,False,False,False,True,False,False,False
438780,66.0,0.8350439463269663,0.4768696602921389,345.1973867970925,13682,0.4461168268619489,True,True,True,True,True,False,False,False
124900,60.0,0.8350439463269663,0.3564475722594469,186.72402637398383,7200,0.373869680214569,True,False,False,False,True,False,True,False
158000,63.0,0.8350439463269663,0.3284654183293248,130.1024004044386,13072,0.3821035721026711,True,False,False,False,False,False,True,False
101000,60.0,0.3712831948941708,0.2575563699732475,150.99380835686443,7200,0.2752074849046086,False,False,False,False,True,False,True,True
202500,44.0,0.8350439463269663,0.5366468366664824,338.356534905998,6442,0.5307015270615821,True,False,False,False,True,False,False,False
140000,50.0,0.3712831948941708,0.2499763410038043,146.30564147238235,10300,0.2716596596519306,False,False,False,False,False,False,False,True
219500,71.68253968253968,0.8350439463269663,0.4308213836806973,252.01913106501763,9375,0.440077424211735,True,False,False,False,True,False,True,False
317000,76.0,0.8350439463269663,0.4820931041592566,355.76697645968363,9591,0.44038030579345,True,False,False,False,True,False,True,False
180000,76.46236559139786,0.8350439463269663,0.3122852816821623,97.36204568908718,19900,0.3916779954357707,True,False,False,False,False,False,True,False
226000,72.0,0.8350439463269663,0.3768934608660054,228.0960901610151,10665,0.3787284055879126,True,False,False,False,True,False,False,False
80000,47.0,0.3712831948941708,0.2279195442663558,186.8735251941392,4608,0.2005202743450821,False,False,False,False,False,False,True,True
225000,81.0,0.8350439463269663,0.3725060338288341,155.31846896145987,15593,0.4330070138381884,True,False,False,False,True,False,True,False
244000,95.0,0.8350439463269663,0.3592505448625389,192.3958151409061,13651,0.3829154630092125,True,False,False,False,True,False,False,False
129500,69.0,0.8350439463269663,0.3548224385282346,183.4355835146892,7599,0.3744291698030146,True,False,False,False,True,False,True,False
185000,74.0,0.8350439463269663,0.4033167190794645,196.36370027302505,10141,0.4411515320431871,True,False,False,False,True,False,False,False
144900,85.0,0.8350439463269663,0.3397372820377876,152.9109108741502,10200,0.3780763688494986,True,False,False,False,True,False,True,False
107400,60.0,0.3712831948941708,0.2552923105421548,199.6622584623474,5790,0.2337566570356655,False,False,False,False,True,False,True,True
91000,21.0,0.3712831948941708,0.5967658266142487,613.7319985323307,1596,0.4331388642187708,False,False,False,False,True,False,True,True
135750,76.46236559139786,0.8350439463269663,0.3493752025376597,172.41315258973603,8475,0.375657522884414,True,False,False,False,True,False,False,False
127000,50.0,0.3712831948941708,0.2348568026443601,158.31119994211545,8635,0.2377460000911236,False,False,False,False,True,False,True,True
136500,72.0,0.8350439463269663,0.4052231385943107,136.32161852722209,10778,0.4894131733159687,True,False,False,False,True,False,True,False
110000,60.0,0.3712831948941708,0.2126682629607063,113.41289804885687,10440,0.2402770244198062,False,False,False,False,True,False,True,True
193500,100.0,0.8350439463269663,0.3854530510353126,160.21673556952288,13000,0.4451605063122749,True,False,False,False,True,False,True,False
153500,32.0,0.3712831948941708,0.4117576529839622,367.16910230144464,4500,0.3424740967121195,False,False,False,False,True,False,True,True
245000,78.0,0.8350439463269663,0.3918660691149216,258.3930224906616,10206,0.3780847822267684,True,False,False,False,True,False,True,False
126500,80.0,0.8350439463269663,0.3398457379734381,153.1303704424849,8892,0.3762422526046692,True,False,False,False,True,False,False,False
168500,79.87755102040816,0.8350439463269663,0.4324072596246907,212.62833366052016,8530,0.4704714876146509,True,False,False,False,True,False,False,False
260000,121.0,0.8350439463269663,0.3923986032345474,174.27099528659494,16059,0.4494499264903581,True,False,False,False,True,False,True,False
174000,122.0,0.8350439463269663,0.3839834378435679,157.24298706286126,11911,0.4436334783377955,True,False,True,False,True,False,False,False
164500,40.0,1.0,0.6825012784665297,448.1559164564686,3951,0.6563488894711011,False,False,False,False,True,False,True,False
85000,105.0,0.0,0.0986183556065417,108.0203989788082,8470,0.0890013542585342,False,False,False,False,False,True,False,False
123600,60.0,0.8350439463269663,0.3456424500088776,164.85996286569352,8070,0.3750896199186986,True,False,False,False,True,False,True,False
109900,60.0,0.8350439463269663,0.3453653251683594,164.29920335068715,7200,0.373869680214569,True,False,False,False,True,False,True,False
98600,85.0,0.8350439463269663,0.3258753466175003,124.86141459371603,8500,0.3756925786230385,True,False,False,False,True,False,True,False
163500,80.0,0.8350439463269663,0.3397956171688098,131.72905021469498,13360,0.3982968878958348,True,False,False,True,True,False,False,False
133900,60.0,0.0,0.2915311050370621,200.17892018796184,7200,0.3082731543153614,False,False,False,False,True,False,True,False
204750,69.0,0.8350439463269663,0.4229248929633388,236.04065617753025,9337,0.4400241394890259,True,False,False,False,True,False,False,False
185000,79.87755102040816,0.8350439463269663,0.4070533104748894,203.92465790770572,9765,0.4406242937342759,True,False,True,False,True,False,False,False
214000,78.0,0.8350439463269663,0.3750782433330806,224.4230145121821,10264,0.378166111540377,True,False,False,False,True,False,False,False
94750,73.0,0.8350439463269663,0.3103209008762846,93.38713955677449,10921,0.3790873763514266,True,False,False,True,True,False,True,False
83000,85.0,0.8350439463269663,0.3162502258140507,84.08517169394264,10625,0.3944617900903241,True,False,False,False,True,False,True,False
128950,77.0,0.8350439463269663,0.3377688332209723,148.9277731598683,9320,0.3768424068499192,True,False,False,False,True,False,False,False
205000,81.28888888888889,0.8350439463269663,0.3670169958482785,208.1111558514001,10603,0.3786414673561241,True,False,False,False,True,False,False,False
178000,77.0,0.8350439463269663,0.4091279266516153,208.12262427878235,9206,0.439840447418634,True,False,False,False,True,False,True,False
118964,64.0,0.8350439463269663,0.4280255136639785,182.4620105655265,7018,0.484140790226857,True,False,False,False,True,False,True,False
198900,94.0,0.8350439463269663,0.3658848624436564,205.82029452799293,10402,0.3783596192175838,True,False,False,False,True,False,False,False
169500,62.5,0.3712831948941708,0.2728422904227808,235.17447810974727,7758,0.2365162447801792,False,False,False,False,True,False,True,True
250000,75.0,1.0,0.4976142368400497,287.03773469819777,9375,0.5060598456809485,False,False,False,False,True,False,True,False
100000,60.0,0.3712831948941708,0.1848219166899046,99.66588010354089,10800,0.2092028796875767,False,False,False,False,True,False,True,True
115000,50.0,0.3712831948941708,0.2269978426224913,206.30837181432963,6000,0.1866827041874789,False,False,False,False,True,False,True,True
115000,85.0,0.3712831948941708,0.2285895331562051,145.62943892776212,8500,0.2375566991025518,False,False,False,False,False,False,True,True
190000,105.0,0.8350439463269663,0.3501791756591195,174.03998465872343,11751,0.3802512268737571,True,False,False,False,True,False,False,False
136900,75.0,0.8350439463269663,0.3722036304609132,154.7065585833987,9525,0.424498284959271,True,False,False,False,True,False,True,False
180000,79.87755102040816,0.8350439463269663,0.4508764700247102,250.00060764036576,7750,0.4693777485695692,True,False,False,False,True,False,False,False
383970,77.0,0.8350439463269663,0.5112440708644558,414.7536841146525,9965,0.4409047396432712,True,False,False,False,True,False,True,False
217000,71.8048780487805,0.8350439463269663,0.3191373403861191,111.22712219555164,21000,0.3932204479352449,True,False,False,False,True,False,True,False
259500,61.0,0.8350439463269663,0.5069655553384749,384.7962468359054,7259,0.4528997801787753,True,False,False,False,True,False,False,False
176000,34.0,1.0,0.7508785744626962,586.5167334390419,3230,0.6553378819691731,False,False,False,False,True,False,True,False
139000,74.4375,0.8350439463269663,0.3278236239738773,128.8037355470348,11616,0.3800619258851853,True,False,False,False,True,False,True,False
155000,74.0,0.8350439463269663,0.3607625512783491,195.45534593876224,8536,0.3757430588866576,True,False,False,False,True,False,True,False
320000,90.0,0.8350439463269663,0.443817737577184,278.3171312522926,12376,0.4442855150762096,True,False,False,False,True,False,True,False
163990,65.0,0.8350439463269663,0.4093760994359202,208.6247995796483,8461,0.4387957864076265,True,False,False,False,True,False,True,False
180000,83.46153846153847,0.8350439463269663,0.3719600285000303,90.31392855138373,21453,0.4885925000243824,True,True,False,False,True,False,False,False
100000,50.0,0.3712831948941708,0.2444002917318183,177.62236058056794,6060,0.2341352590128091,False,False,False,False,True,False,True,True
136000,75.0,0.8350439463269663,0.3406116063640072,154.6800979459857,9464,0.3770443279043958,True,False,False,False,True,False,True,False
153900,55.0,0.8350439463269663,0.4731664296873709,209.9045269104123,7892,0.532734759901798,True,False,False,False,True,False,True,False
181000,48.0,0.8350439463269663,0.3206633000700713,114.31488730059364,17043,0.3876718256257728,True,True,False,False,True,False,False,False
84500,60.0,0.3712831948941708,0.3702858743858501,134.152038617244,6780,0.4561974958641396,False,False,False,False,True,False,True,True
128000,32.285714285714285,0.8350439463269663,0.5076008281304123,279.5822091216212,4928,0.5285785515304876,True,False,False,False,True,False,False,False
87000,55.0,0.3712831948941708,0.2568251991780916,213.4139948616386,4388,0.2238959943715031,False,False,False,False,False,True,False,True
155000,69.0,0.8350439463269663,0.4149069614737888,219.81644702678187,7590,0.437574444473952,True,False,False,False,False,False,True,False
150000,69.0,0.8350439463269663,0.35309414579597,179.9383993845272,8973,0.3763558331978124,True,False,False,False,True,False,True,False
226000,88.0,0.8350439463269663,0.3909367822286402,171.31301419487505,14200,0.4468431817662467,True,False,False,False,True,False,True,False
244000,79.87755102040816,0.8350439463269663,0.4124553499967753,214.85563420226683,12224,0.4440723761853731,True,False,False,False,True,False,False,False
150750,75.0,0.8350439463269663,0.3727118148889177,219.6345687555156,7388,0.3741332993690246,True,False,False,False,True,False,True,False
220000,80.13333333333334,0.8350439463269663,0.4349391734249828,345.551044981779,6853,0.3733831065624621,True,False,False,False,True,False,False,False
180000,78.0,0.8350439463269663,0.3568163371142727,187.47021859824235,10335,0.3782656698380704,True,False,False,False,True,False,False,False
174000,80.0,0.8350439463269663,0.3531683637612123,180.08857874093658,10400,0.3783568147584938,True,False,False,False,True,False,True,False
143000,76.46236559139786,0.8350439463269663,0.3376300843683807,148.64701615828926,10355,0.3782937144289699,True,False,False,False,True,False,False,False
171000,82.0,0.8350439463269663,0.4200244130404115,166.27185851419992,11070,0.4898226243431018,True,False,False,False,True,False,True,False
230000,73.0,0.8350439463269663,0.4412272367121336,273.0752770540432,9066,0.4396441352823373,True,False,False,False,True,False,False,False
231500,65.0,0.8350439463269663,0.3861047692623561,161.53548128800267,15426,0.4485623151883879,True,False,False,False,True,False,False,False
115000,70.0,0.8350439463269663,0.322430350950328,117.89049817961694,10500,0.3784970377129915,True,False,False,False,True,False,True,False
260000,78.0,0.8350439463269663,0.382938346035254,240.32785859230813,11645,0.3801025905419896,True,False,False,False,True,False,True,False
166000,71.0,0.8350439463269663,0.3993907656824939,209.7194716544931,8520,0.4230890442665695,True,False,False,False,False,False,True,False
204000,78.0,0.8350439463269663,0.3691692627542657,212.4662477446747,10335,0.3782656698380704,True,False,False,False,True,False,False,False
125000,70.0,0.3712831948941708,0.2717951409509396,147.85597597778045,9100,0.3015559315663799,False,False,False,False,False,False,True,True
130000,24.0,0.3712831948941708,0.5466095184640245,554.8409820197122,2522,0.402858381408998,False,False,False,False,True,False,True,True
105000,51.0,0.3712831948941708,0.2268330494535041,184.67501313303163,6120,0.2026404454170866,False,False,False,False,True,False,True,True
222500,79.87755102040816,0.8350439463269663,0.4307969082960644,251.969605353823,9505,0.440259714052582,True,True,False,False,True,False,False,False
141000,63.0,0.8350439463269663,0.3641755925642986,202.3616029622294,7500,0.3742903490780619,True,False,False,False,True,False,True,False
115000,57.50980392156863,0.3712831948941708,0.2546553794817583,198.37343443685543,6240,0.2343876603309049,False,False,False,False,True,False,True,True
122000,120.0,0.8350439463269663,0.3268360991069172,126.80548824297554,10356,0.3782951166585149,True,False,False,False,True,False,True,False
372402,107.0,0.8350439463269663,0.4067786001259136,288.56838909296914,13891,0.3832519981000069,True,False,False,False,True,False,True,False
190000,81.28888888888889,0.8350439463269663,0.3745514217840944,138.15739105077748,14803,0.4476887261818676,True,True,False,False,True,False,False,False
235000,83.46153846153847,0.8350439463269663,0.3567677260643005,187.3718545946569,13500,0.382703726347921,True,False,False,False,True,False,True,False
125000,84.0,0.3712831948941708,0.1942037131691321,118.64985726612012,11340,0.209960083641864,False,False,False,False,True,False,True,True
79000,60.0,0.8350439463269663,0.3395232181925419,88.57805094202197,9600,0.4246034521751442,True,False,False,False,False,False,True,False
109500,60.0,0.8350439463269663,0.3450697985792638,163.70120807006592,7200,0.373869680214569,True,False,False,False,True,False,True,False
269500,92.0,0.8350439463269663,0.4257114224230302,241.67917239803893,12003,0.4437624834559333,True,False,False,False,True,False,True,False
254900,100.0,1.0,0.4637868960059922,218.58842786379844,12552,0.5105147289453389,False,False,False,False,True,False,True,False
320000,134.0,0.8350439463269663,0.3941182513869705,177.7506871905446,19378,0.4541039263501351,True,False,False,True,True,False,False,False
162500,59.71428571428572,0.8350439463269663,0.3419045812446151,157.2964204871531,11120,0.3793664200308769,True,True,False,False,True,False,False,False
412500,110.0,0.8350439463269663,0.4665818558123221,324.3801109448237,13688,0.4461252402392188,True,False,False,False,True,False,False,False
220000,95.0,0.8350439463269663,0.3602361566612171,194.3901913692441,12182,0.380855587807642,True,False,False,False,True,False,True,False
103200,55.0,0.8350439463269663,0.3902979464523928,201.97018786945915,5500,0.4109595741986352,True,False,False,False,True,False,True,False
152000,40.0,0.3712831948941708,0.2958272727719047,302.9842755147643,5400,0.2174203138289141,False,False,False,False,True,False,True,True
127500,62.0,0.8350439463269663,0.5102287285999686,135.80043231998397,10106,0.6463656119038497,True,False,False,False,True,False,True,False
190000,83.46153846153847,0.8350439463269663,0.3585568560309088,190.9921422977829,10708,0.3787887014583466,True,False,False,False,True,False,False,False
325624,86.0,0.8350439463269663,0.4702729443629004,331.84899399983175,10562,0.4417418706816222,True,False,False,False,True,False,True,False
183500,62.0,0.8350439463269663,0.4246788699788896,239.58981221397056,8244,0.4384915025963666,True,False,False,False,True,False,False,False
228000,80.13333333333334,0.8350439463269663,0.3369296756739217,147.22974573577244,16669,0.3871473917759516,True,False,False,False,True,False,False,False
128500,62.78899082568808,0.3712831948941708,0.2119327078338491,111.92450915010038,12358,0.2429665006870712,False,False,False,False,False,True,False,True
215000,141.0,0.8350439463269663,0.3001683844208795,72.8436177527296,31770,0.4083224601346419,True,False,False,False,True,False,False,False
239000,44.0,0.8350439463269663,0.6511449372935595,484.8427623883524,5306,0.5922664890353309,True,False,False,False,True,False,False,False
163000,80.0,0.8350439463269663,0.3492017584905716,172.0621901875781,10197,0.3780721621608636,True,False,False,False,True,False,False,False
184000,47.0,0.8350439463269663,0.3430018741220609,159.51678233066727,12416,0.3811837095211665,True,False,False,False,True,False,False,False
243000,84.0,0.8350439463269663,0.366637353649398,207.3429534234901,12615,0.3814627532006168,True,False,False,False,True,False,True,False
211000,97.0,0.8350439463269663,0.4181910988322597,226.4618681622784,10029,0.4409944823341497,True,False,False,False,True,False,False,False
172500,74.4375,0.8350439463269663,0.3629725223396725,136.027497899558,13650,0.4302824818322991,True,False,False,False,True,False,True,False
501837,63.0,0.8350439463269663,0.4173870487232978,310.0344853090874,17423,0.3882046728528639,True,True,False,False,True,False,False,False
100000,60.0,0.3712831948941708,0.1980026800533263,126.33703111716451,8520,0.2060057963250303,False,False,False,False,True,False,True,True
177000,64.66666666666667,1.0,0.9057802828232792,899.9588871323986,2117,0.6537772004856143,False,False,False,False,True,False,True,False
200100,54.0,0.8350439463269663,0.4570787371518846,283.8507382369005,7588,0.4533611136990725,True,False,False,False,True,False,True,False
120000,60.0,0.8350439463269663,0.3346260650622986,142.5684112739393,9060,0.3764778271682253,True,False,False,False,False,False,True,False
200000,63.0,0.3712831948941708,0.2497319424788307,188.41090584950845,11426,0.2416596227511531,False,False,False,False,True,False,True,True
127000,92.0,0.8350439463269663,0.3865756859139498,183.78827796452904,7438,0.421571831898905,True,False,False,False,False,False,False,False
475000,90.0,0.3712831948941708,0.2930340472622321,222.782555525562,22950,0.2972926002379887,False,False,True,False,False,False,False,True
173000,70.08333333333333,0.8350439463269663,0.4198446112002981,187.2079324273206,9947,0.4724584468798827,True,True,False,False,True,False,False,False
135000,60.0,0.8350439463269663,0.3647329350264032,139.58967645625611,10410,0.4257392581065752,True,False,False,False,True,False,True,False
153337,64.0,0.8350439463269663,0.4540794375804413,235.18188119167257,7018,0.484140790226857,True,False,False,False,False,True,True,False
286000,41.0,0.8350439463269663,0.6784658414891731,625.3259607227648,4923,0.5285715403827628,True,False,False,False,True,False,True,False
315000,70.0,0.8350439463269663,0.4753284818196336,320.7789253663634,10570,0.4575425622021925,True,False,False,False,True,False,True,False
184000,76.46236559139786,0.8350439463269663,0.4372682424321832,265.064289268946,7472,0.4374089813876448,True,True,False,False,True,False,False,False
192000,68.0,0.8350439463269663,0.3774376538710648,229.1972596015331,9017,0.3764175312977914,True,False,False,False,True,False,False,False
130000,24.0,0.3712831948941708,0.5466095184640245,554.8409820197122,2522,0.402858381408998,False,False,False,False,True,False,True,True
127000,60.0,0.8350439463269663,0.3582604508968729,190.39236928971684,7180,0.3738416356236695,True,False,False,False,True,False,False,False
148500,24.0,0.8350439463269663,0.7580038565041122,701.0707829388548,2280,0.5880233424322319,True,False,False,False,True,False,True,False
311872,79.0,0.8350439463269663,0.4403584805301263,356.51696206907,9416,0.3769770208862369,True,False,False,False,True,False,True,False
235000,174.0,0.8350439463269663,0.3712429928183436,99.5129642011042,25419,0.486259005557654,True,False,False,False,False,False,True,False
104000,92.0,0.3712831948941708,0.2831579668764263,202.798399515031,5520,0.2728517392690481,False,False,False,False,True,False,True,True
274900,76.0,0.8350439463269663,0.4166378202301498,308.5184284819149,9591,0.3772224110566078,True,False,False,False,True,False,True,False
140000,80.0,0.3712831948941708,0.212184511827861,176.33373591920645,8546,0.1902527806089891,False,False,False,False,True,False,True,True
171500,75.0,0.8350439463269663,0.354272168200826,182.3221166694108,10125,0.3779712016336253,True,False,False,False,True,False,True,False
112000,50.0,0.8350439463269663,0.380859999842298,172.22264081891865,7000,0.4209576553582053,True,False,False,False,False,False,True,False
149000,71.68253968253968,0.3712831948941708,0.4088988094681769,361.38425926682737,4438,0.3423871584803309,False,False,False,False,True,False,True,True
110000,50.0,0.3712831948941708,0.3238037300127414,338.29447303716165,3500,0.2305455513776693,False,False,False,False,True,False,True,True
180500,99.0,0.8350439463269663,0.3451892149115169,163.94284589810363,11851,0.3803914498282548,True,False,False,False,True,False,True,False
143900,40.0,0.8350439463269663,0.3201536682784951,113.28365215133104,13673,0.382946312059202,True,True,False,False,False,False,False,False
141000,76.46236559139786,0.8350439463269663,0.3242067343744629,121.48499337362688,12493,0.3812916811961297,True,False,False,False,True,False,False,False
277000,71.5,0.8350439463269663,0.4088571957911415,207.57480292241223,14364,0.4470731474116229,True,False,False,False,True,False,False,False
145000,75.0,0.8350439463269663,0.3576632611827723,189.18396150563035,8250,0.3753420212367944,True,False,False,False,True,False,True,False
98000,67.0,0.8350439463269663,0.3677201401478308,188.23406049533847,5604,0.387421195544997,True,False,False,False,True,False,True,False
186000,83.0,0.8350439463269663,0.3591236194105142,192.1389826794558,10420,0.3783848593493934,True,False,False,False,True,False,True,False
252678,72.0,1.0,0.5113303646564522,314.79219066003134,8640,0.5050292069653908,False,False,False,False,True,False,True,False
156000,43.0,0.8350439463269663,0.325330852817025,123.75963649649592,13568,0.3827990779569795,True,True,True,False,True,False,False,False
161750,71.68253968253968,0.8350439463269663,0.3852127922980944,159.7305742686932,10900,0.4422158242678242,True,False,False,False,True,False,False,False
134450,72.0,0.8350439463269663,0.3356111986571403,144.56181986130017,10011,0.377811347465498,True,False,False,False,True,False,False,False
210000,65.0,0.8350439463269663,0.396369454788481,267.50558115364584,8450,0.3756224671457897,True,False,False,False,True,False,True,False
107000,57.0,0.3712831948941708,0.2351312795854642,116.2667989578557,9906,0.2711071812112099,False,False,False,False,True,False,True,True
311500,71.8048780487805,0.8350439463269663,0.4015604485083784,214.10980449829648,15660,0.4331009632177018,True,False,False,False,True,False,False,False
167240,43.0,0.8350439463269663,0.6649905599138675,598.0588548703479,3010,0.5258890752632227,True,False,False,False,True,False,True,False
204900,73.0,0.8350439463269663,0.385410903813506,245.33105606087625,8990,0.376379671100077,True,False,False,False,True,False,False,False
200000,79.87755102040816,0.8350439463269663,0.438140761187936,266.8298227858804,8068,0.4382447101964508,True,False,False,False,True,False,False,False
179900,85.0,0.8350439463269663,0.3896711024872165,168.75192311178358,11475,0.4430221062561857,True,False,False,False,False,False,True,False
97000,70.0,0.8350439463269663,0.3133112447725188,99.43807237758996,10500,0.3784970377129915,True,False,False,False,True,False,True,False
386250,103.0,0.8350439463269663,0.4166819104532516,308.6076446347393,13472,0.3826644639206617,True,False,False,False,True,False,True,False
