,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalOutdoorArea,YearsSinceSold
155,0,136,0,0,0,0,,GdWo,,0,5,2010,WD,Normal,254900,136,15
156,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,135000,0,17
157,180,0,0,0,80,0,,,,0,7,2008,WD,Normal,151000,260,17
158,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,112500,0,17
159,0,100,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,184000,100,17
160,136,63,0,0,0,0,,,,0,8,2009,WD,Normal,197000,199,16
161,120,0,0,0,0,0,,,,0,11,2009,WD,Normal,161500,120,16
162,0,30,226,0,0,0,,,,0,6,2009,WD,Normal,85000,256,16
163,264,98,0,0,0,0,,,,0,1,2007,New,Partial,203000,362,18
164,144,39,0,0,0,0,,,,0,6,2008,WD,Normal,325000,183,17
165,253,142,0,0,0,0,,,,0,5,2009,WD,Normal,313000,395,16
166,0,211,0,0,0,0,,,,0,3,2008,WD,Normal,237000,211,17
167,0,0,126,0,0,0,,GdPrv,,0,7,2007,WD,Normal,180500,126,18
168,0,0,120,0,0,0,,,,0,7,2006,WD,Normal,137000,120,19
169,0,0,34,0,0,0,,MnPrv,,0,3,2007,WD,Normal,90350,34,18
170,40,0,0,0,0,0,,,,0,7,2006,WD,Normal,150900,40,19
171,158,29,0,0,0,0,,,,0,8,2006,WD,Normal,214000,187,19
172,0,0,0,0,95,0,,,,0,5,2010,WD,Normal,121500,95,15
173,171,78,0,0,0,555,Ex,MnPrv,,0,7,2007,WD,Abnorml,745000,804,18
174,0,0,0,0,276,0,,,,0,11,2007,WD,Normal,190000,276,18
175,156,0,0,0,0,0,,,,0,5,2009,WD,Normal,181000,156,16
176,0,0,0,0,0,0,,,,0,6,2009,COD,Abnorml,60000,0,16
177,288,136,0,0,0,0,,,,0,5,2009,WD,Normal,239000,424,16
178,0,32,0,0,0,0,,,,0,5,2007,WD,Normal,118500,32,18
179,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,109500,0,19
180,0,0,0,0,0,0,,MnPrv,,0,4,2008,WD,Normal,110000,0,17
181,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,105500,0,17
182,89,0,0,0,0,0,,,,0,7,2006,WD,Normal,199900,89,19
183,84,70,0,0,0,0,,,,0,6,2009,WD,Normal,271900,154,16
184,0,0,0,0,0,0,,,,0,4,2010,WD,Normal,131500,0,15
185,0,0,108,0,0,0,,,,0,8,2008,WD,Normal,135000,108,17
186,0,130,112,0,0,0,,MnPrv,,0,4,2008,WD,Normal,119000,242,17
187,364,63,0,0,0,0,,MnPrv,,0,11,2008,WD,Normal,215000,427,17
188,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,133500,0,16
189,272,0,42,0,116,0,,,,0,3,2010,WD,Normal,169000,430,15
190,120,0,0,0,0,0,,MnPrv,,0,5,2010,WD,Abnorml,137500,120,15
191,0,30,0,0,0,0,,,,0,12,2007,New,Partial,147000,30,18
192,208,59,0,0,0,0,,,,0,4,2006,WD,Normal,232000,267,19
193,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,156000,0,18
194,240,38,0,0,0,0,,,,0,4,2006,WD,Normal,170000,278,19
195,158,0,0,0,0,0,,,,0,3,2009,WD,Normal,82500,158,16
196,256,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,155000,256,16
197,125,144,0,0,0,0,,,,0,4,2007,New,Partial,424870,269,18
198,237,152,0,0,0,0,,,,0,3,2010,WD,Normal,236500,389,15
199,0,21,0,0,180,0,,,,0,7,2007,WD,Normal,218000,201,18
200,74,234,0,0,0,0,,,,0,10,2009,WD,Normal,213000,308,16
201,270,78,0,0,0,0,,,,0,5,2006,WD,Normal,312500,348,19
202,113,100,0,0,0,0,,,,0,8,2007,WD,Normal,187000,213,18
203,0,103,0,0,0,0,,,,0,6,2009,WD,Normal,181000,103,16
204,0,45,0,0,0,0,,,,0,1,2010,WD,Normal,233000,45,15
205,48,0,0,0,0,0,,,,0,3,2008,ConLw,Normal,95000,48,17
206,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,52000,0,17
207,192,0,0,0,0,0,,,,0,1,2009,WD,Normal,181000,192,16
208,0,60,0,0,0,0,,,,0,7,2009,New,Partial,501837,60,16
209,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,88000,0,19
210,0,0,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,112000,0,16
211,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,140000,0,17
212,110,0,0,0,0,0,,,,0,10,2009,WD,Normal,167000,110,16
213,0,45,0,0,0,0,,,,0,4,2006,WD,Normal,145250,45,19
214,349,0,0,0,0,0,,MnPrv,,0,2,2010,WD,Normal,210000,349,15
215,70,78,68,0,0,0,,,,0,6,2008,WD,Normal,157500,216,17
216,144,20,0,0,0,0,,,,0,7,2006,New,Partial,212900,164,19
217,0,0,0,0,0,0,,GdWo,,0,7,2009,WD,Normal,117500,0,16
218,132,105,0,0,0,0,,,,0,5,2010,WD,Normal,185500,237,15
219,0,0,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000,156,16
220,272,54,0,0,0,0,,,,0,6,2006,WD,Family,145000,326,19
221,169,39,0,0,0,0,,,,0,7,2009,WD,Normal,255500,208,16
222,0,0,293,0,0,0,,MnPrv,,0,6,2006,WD,Abnorml,124000,293,19
223,210,0,0,0,0,0,,,,0,7,2009,WD,Normal,134900,210,16
224,188,124,0,0,0,0,,,,0,11,2006,WD,Normal,230500,312,19
225,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,110000,0,18
226,0,51,0,0,0,0,,,,0,7,2006,New,Partial,233230,51,19
227,36,0,221,0,0,0,,,,0,10,2006,WD,Normal,157000,257,19
228,0,0,0,0,0,0,,,,0,11,2008,WD,Normal,142600,0,17
229,0,27,0,0,0,0,,,,0,10,2008,WD,Normal,154000,27,17
230,100,24,0,0,0,0,,,,0,9,2006,New,Partial,179665,124,19
231,0,141,0,0,0,0,,,,0,4,2008,WD,Normal,91000,141,17
232,0,113,252,0,0,0,,,,0,11,2007,WD,Normal,197900,365,18
233,0,69,0,0,0,0,,,,0,9,2008,WD,Normal,205000,69,17
234,192,63,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,161000,255,17
235,210,0,0,0,0,0,,,,0,11,2008,WD,Normal,149900,210,17
236,192,30,0,0,0,0,,,,0,7,2008,WD,Normal,207000,222,17
237,160,0,0,0,0,0,,,,0,5,2010,WD,Normal,143000,160,15
238,177,74,0,0,0,0,,,,0,10,2006,New,Partial,281000,251,19
239,322,82,0,0,0,0,,,,0,7,2009,New,Partial,372500,404,16
240,0,184,0,0,0,0,,,,0,6,2008,WD,Normal,235000,184,17
241,0,60,268,0,0,0,,,,0,7,2009,WD,Normal,214500,328,16
242,340,60,144,0,0,0,,,,0,4,2009,WD,Normal,260000,544,16
243,0,158,158,0,0,0,,MnPrv,,0,4,2010,WD,Normal,149700,316,15
244,164,0,0,0,0,0,,MnPrv,,0,6,2006,WD,Normal,131000,164,19
245,140,0,0,0,176,0,,,,0,9,2008,WD,Normal,144000,316,17
246,210,62,0,0,0,0,,,,0,5,2010,WD,Normal,215000,272,15
247,0,0,252,0,0,0,,GdWo,,0,5,2009,WD,Normal,176000,252,16
248,0,0,0,0,0,0,,,,0,10,2007,WD,Normal,144000,0,18
249,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,155000,0,15
250,222,98,0,0,0,0,,,,0,11,2007,WD,Normal,290000,320,18
251,224,106,0,0,0,0,,GdPrv,,0,12,2008,WD,Normal,230000,330,17
252,322,50,0,0,0,0,,,,0,5,2006,New,Partial,290000,372,19
253,97,65,0,0,0,0,,,,0,1,2008,CWD,Abnorml,328900,162,17
254,168,0,0,0,0,0,,GdPrv,,0,5,2008,WD,Normal,142000,168,17
255,276,99,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,231500,375,16
256,294,116,0,0,0,0,,,,0,12,2009,WD,Normal,162000,410,16
257,0,0,220,0,0,0,,MnPrv,,0,6,2010,WD,Normal,133000,220,15
258,248,105,0,0,0,0,,,,0,6,2009,WD,Normal,386250,353,16
259,166,120,0,0,0,0,,MnPrv,,0,7,2006,WD,Normal,110500,286,19
260,0,102,0,0,0,0,,,,0,4,2008,New,Partial,339750,102,17
261,0,0,244,0,0,0,,,,0,12,2007,WD,Normal,87000,244,18
262,0,36,0,0,0,0,,GdPrv,,0,8,2009,WD,Family,158500,36,16
263,0,120,0,0,0,0,,MnPrv,,0,1,2010,WD,Family,170000,120,15
264,0,0,0,0,0,0,,,Othr,3500,7,2010,WD,Normal,55000,0,15
265,203,40,0,0,0,0,,,,0,7,2006,WD,Normal,138887,243,19
266,0,98,0,0,0,0,,GdPrv,,0,9,2006,WD,Normal,170000,98,19
267,144,60,0,0,0,0,,,,0,8,2006,New,Partial,240000,204,19
268,0,166,0,0,0,0,,,,0,7,2006,WD,Normal,147400,166,19
269,0,54,0,0,161,0,,GdWo,,0,3,2010,WD,Normal,289000,215,15
270,0,211,0,0,0,0,,,,0,11,2008,WD,Normal,135000,211,17
271,0,35,272,0,0,0,,,,0,2,2006,WD,Abnorml,140000,307,19
272,668,30,0,0,0,0,,,,0,5,2010,WD,Normal,333168,698,15
273,168,0,0,0,0,0,,,,0,6,2007,WD,Normal,146500,168,18
274,184,154,0,0,0,0,,,,0,6,2007,WD,Normal,354000,338,18
275,40,30,0,320,0,0,,MnPrv,Shed,700,10,2009,WD,Normal,143000,390,16
276,120,33,0,0,0,0,,,,0,12,2007,WD,Normal,265900,153,18
277,0,64,0,0,0,0,,MnPrv,,0,10,2006,WD,Normal,146000,64,19
278,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,165000,0,16
279,0,0,0,0,0,0,,,,0,6,2008,WD,AdjLand,82000,0,17
280,78,73,0,0,0,0,,,,0,6,2009,WD,Normal,213250,151,16
281,0,0,77,0,0,0,,,,0,4,2006,WD,Normal,79000,77,19
282,0,111,0,0,0,0,,,,0,7,2007,WD,Normal,143000,111,18
283,0,44,0,0,0,0,,,,0,3,2010,WD,Normal,130500,44,15
284,0,116,0,0,0,0,,,,0,6,2006,WD,Normal,239900,116,19
285,0,0,0,0,224,0,,,,0,11,2009,WD,Normal,177500,224,16
286,192,121,0,0,0,0,,,,0,5,2008,WD,Normal,262280,313,17
287,144,45,0,0,0,0,,,,0,12,2007,WD,Normal,227000,189,18
288,0,0,192,0,0,0,,,,0,7,2006,WD,Normal,159500,192,19
289,168,27,0,0,0,0,,,,0,7,2006,WD,Normal,217000,195,19
290,283,86,0,0,0,0,,,,0,3,2010,WD,Normal,410000,369,15
291,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,148000,0,19
292,0,0,234,0,0,0,,,,0,8,2006,WD,Normal,178000,234,19
293,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,162900,0,17
294,233,48,0,0,0,0,,,,0,6,2009,WD,Normal,187500,281,16
295,245,0,156,0,0,0,,,Shed,1300,7,2008,WD,Normal,160000,401,17
296,144,105,0,0,0,0,,,,0,4,2009,WD,Normal,212000,249,16
297,0,44,0,0,0,0,,,,0,5,2008,WD,Normal,139000,44,17
298,0,96,0,0,0,0,,MnPrv,,0,5,2009,WD,Normal,108000,96,16
299,186,0,0,0,0,0,,,,0,1,2009,WD,Normal,84000,186,16
300,305,189,0,0,0,0,,MnPrv,Shed,400,9,2008,WD,Normal,172000,494,17
301,0,0,236,0,0,0,,,,0,3,2006,WD,Normal,104900,236,19
302,0,158,0,0,0,0,,,,0,10,2006,WD,Normal,114504,158,19
303,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,106000,0,17
304,0,244,0,0,0,0,,,,0,5,2007,WD,Normal,179900,244,18
305,0,0,0,0,0,0,,,,0,4,2006,COD,Normal,102000,0,19
306,192,36,0,0,0,0,,,,0,8,2009,WD,Normal,190000,228,16
307,0,126,0,0,0,0,,,,0,5,2009,WD,Normal,340000,126,16
308,301,0,0,0,0,0,,,,0,7,2010,WD,Normal,180000,301,15
309,105,61,0,0,0,0,,,,0,2,2010,WD,Normal,206000,166,15
310,0,0,0,0,0,0,,,,0,11,2008,WD,Normal,131500,0,17
311,321,0,0,0,0,0,,,,0,8,2007,Oth,Abnorml,150000,321,18
312,100,22,0,0,0,0,,,,0,3,2010,WD,Normal,186000,122,15
313,0,0,176,0,0,0,,,,0,8,2008,WD,Normal,116900,176,17
314,0,204,0,0,0,0,,,,0,7,2008,WD,Normal,299800,204,17
315,120,155,0,0,0,0,,,,0,7,2008,WD,Normal,188000,275,17
316,0,26,0,0,0,0,,,,0,6,2010,WD,Normal,143000,26,15
317,356,0,0,0,0,0,,GdWo,,0,11,2006,WD,Normal,138500,356,19
318,127,82,0,0,0,0,,,,0,4,2006,WD,Normal,260000,209,19
319,0,36,0,0,0,0,,,,0,10,2007,WD,Normal,119000,36,18
320,509,135,0,0,0,0,,GdPrv,,0,10,2009,WD,Normal,167500,644,16
321,0,0,0,0,0,0,,,,0,8,2006,WD,Normal,85500,0,19
322,156,73,0,0,0,0,,,,0,8,2007,WD,Normal,209500,229,18
323,280,0,0,0,0,0,,,,0,6,2008,WD,Normal,206900,280,17
324,0,0,112,0,0,0,,,,0,8,2007,WD,Normal,112000,112,18
325,100,75,0,0,0,0,,,,0,4,2008,WD,Normal,193000,175,17
326,0,0,0,0,0,0,,,,0,3,2010,WD,Normal,197500,0,15
327,289,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,139000,289,16
328,0,0,0,0,0,0,,MnPrv,,0,6,2007,WD,Normal,119750,0,18
329,0,0,177,0,0,0,,,,0,7,2009,ConLD,Normal,198500,177,16
330,192,0,0,0,0,0,,,,0,7,2009,WD,Normal,135000,192,16
331,0,42,0,0,0,0,,,,0,9,2008,WD,Normal,223500,42,17
332,255,57,0,0,0,0,,,,0,8,2007,WD,Normal,307000,312,18
333,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,132000,0,16
334,304,0,0,0,0,0,,,,0,11,2006,WD,Normal,168000,304,19
335,0,45,0,0,189,0,,,,0,9,2008,WD,Normal,287000,234,17
336,0,88,216,0,0,0,,,,0,11,2007,WD,Normal,197000,304,18
337,0,0,0,0,0,0,,MnPrv,,0,5,2006,WD,Normal,134450,0,19
338,140,0,252,0,0,0,,GdWo,,0,7,2006,WD,Normal,133700,392,19
339,0,50,0,0,0,0,,,,0,5,2010,WD,Normal,306000,50,15
340,0,0,0,0,189,0,,MnPrv,,0,5,2008,COD,Abnorml,180000,189,17
341,0,140,0,0,0,0,,,,0,6,2006,New,Partial,232600,140,19
342,143,20,0,0,0,0,,,,0,5,2009,WD,Normal,175900,163,16
343,356,0,0,0,0,0,,,,0,6,2009,WD,Normal,178000,356,16
344,0,72,0,0,0,0,,,,0,3,2009,WD,Normal,227000,72,16
345,148,0,0,0,147,0,,,,0,11,2006,WD,Normal,165150,295,19
346,0,312,0,0,0,0,,,,0,5,2009,WD,Normal,223500,312,16
347,216,56,0,0,0,0,,,,0,5,2008,WD,Normal,207500,272,17
348,0,56,0,0,0,0,,,,0,7,2009,WD,Normal,256300,56,16
349,178,51,0,0,0,0,,,,0,7,2007,WD,Normal,377426,229,18
