MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,SalePrice,LotArea_m^2,Price_per_m^2,ZoningScore,SubClassScore,LotAreaNorm,PDI,Price_per_m^2_norm,EVI
20,RL,47.0,12416,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,184000,1153.483648,159.51678233066727,0.7956049338860387,0.10526315789473684,0.05195727873986305,0.3654081045447955,0.1428721172900472,0.3311701703897826
45,RL,55.0,10594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,96500,984.214382,98.04774423627555,0.7956049338860387,0.23684210526315788,0.04344107130337236,0.4023269265243746,0.08211667071142173,0.327108236574154
90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,200000,1081.669629,184.89933953761772,0.7956049338860387,0.47368421052631576,0.048344200612306897,0.47485049689600234,0.1679600094423157,0.4173983269922326
50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,149000,579.7147199999999,257.0229715747084,0.31073892402479775,0.2631578947368421,0.02309004650727991,0.21016995198315572,0.23924636122411944,0.26547643676686744
60,RL,65.0,10237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,178900,951.048011,188.10827416787478,0.7956049338860387,0.3157894736842105,0.04177241814485031,0.42551054110313374,0.17113169168343853,0.387405220744373
20,RL,67.0,10083,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,184900,936.740949,197.3864814999136,0.7956049338860387,0.10526315789473684,0.04105260697842903,0.36213670301636525,0.180302188691078,0.349885206090298
160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,164700,394.930653,417.0352408679708,1.0,0.8421052631578947,0.01379326462408563,0.6567695583345942,0.3974010547145715,0.6671215799888647
20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,335000,1625.8025,206.0520881226348,0.7956049338860387,0.10526315789473684,0.07572039542873168,0.37253703955145606,0.18886719664564622,0.3541677100675821
90,RL,,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,87500,793.763232,110.23438283923939,0.7956049338860387,0.47368421052631576,0.03385916941269952,0.47050498753612013,0.09416183513189665,0.3804992398370231
20,RL,79.0,9541,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,233170,886.387523,263.0565006272093,0.7956049338860387,0.10526315789473684,0.0385192456005048,0.361376694602988,0.24520984728789844,0.38233903538870817
20,RL,,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,149350,793.763232,188.15434373760462,0.7956049338860387,0.10526315789473684,0.03385916941269952,0.35997867174664644,0.17117722643344263,0.34532272496148025
40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,133000,1128.214032,117.88543328452414,0.7956049338860387,0.21052631578947367,0.05068592395241767,0.3966056454769829,0.10172406484964584,0.33164877574852925
30,RL,67.0,5604,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,98000,520.628412,188.23406049533847,0.7956049338860387,0.15789473684210525,0.0201173198719297,0.371645590568626,0.17125601776263968,0.35588843641555246
20,RL,79.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,207500,951.32672,218.11644268753432,0.7956049338860387,0.10526315789473684,0.041786440440300075,0.3623568530549266,0.20079149661838686,0.36012986005395237
20,RL,,9991,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,150000,928.1938729999999,161.60416952030454,0.7956049338860387,0.10526315789473684,0.04062258991796957,0.36200769789822745,0.14493527208830792,0.3322017477889129
85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,134900,673.732556,200.22781858859733,0.7956049338860387,0.4473684210526316,0.027820234172334007,0.46079857012190517,0.18311054081525321,0.4197104347839645
20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,187750,668.9016,280.684034841597,1.0,0.10526315789473684,0.027577181051204748,0.43985210168378247,0.2626327441881322,0.45236900367301347
20,RL,128.0,12160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,149500,1129.70048,132.3359621835338,0.7956049338860387,0.10526315789473684,0.050760709528149754,0.3650491337812815,0.11600683815754258,0.31773753082353023
20,RL,71.0,9353,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,116050,868.921759,133.55632863142515,0.7956049338860387,0.10526315789473684,0.03764051508565285,0.36111307544853244,0.1172130374219162,0.3183406304557171
90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,153337,651.993254,235.18188119167257,0.7956049338860387,0.47368421052631576,0.02672649512725233,0.468365185250486,0.21765882315417637,0.44224773384816296
20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,165000,1234.123452,133.69813184621339,0.7956049338860387,0.10526315789473684,0.056014396223328426,0.3666252397898351,0.11735319444906074,0.31841070896928936
20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,130500,613.1598,212.83195669383412,0.7956049338860387,0.10526315789473684,0.02477272196125172,0.35725273751121206,0.1955683580035817,0.3575182907465498
90,RM,78.0,7060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,206300,655.89518,314.5319653057978,0.31073892402479775,0.47368421052631576,0.026922807263549044,0.2744776749468786,0.2960877354303395,0.3360023870278722
160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,146000,334.822412,436.0520525728726,1.0,0.8421052631578947,0.010769122905419617,0.6558623158189943,0.416197101040508,0.6765196031518329
20,RL,80.0,8892,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,126500,826.093476,153.1303704424849,0.7956049338860387,0.10526315789473684,0.03548575568487228,0.3604666476282983,0.1365598449928016,0.32801403424115977
50,RL,53.0,5362,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,139000,498.145886,279.03472437791044,0.7956049338860387,0.2631578947368421,0.018986188038981982,0.40288519838716275,0.2610025805012659,0.42181434936381296
190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,113000,413.975768,272.9628368006313,0.31073892402479775,1.0,0.014751454813152914,0.428721006053865,0.25500118121523313,0.4207222678150559
50,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,79000,891.8688,88.57805094202197,0.7956049338860387,0.2631578947368421,0.03879501741101685,0.40882784719877324,0.07275691069416707,0.3276915144602635
20,FV,95.0,11639,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,182000,1081.298017,168.31622470274075,1.0,0.10526315789473684,0.04832550421837388,0.44607659863393323,0.15156940730030005,0.3968373352290974
60,RL,,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,188000,743.224,252.95200370278675,0.7956049338860387,0.3157894736842105,0.03131645983780878,0.42237375361102125,0.23522265304950915,0.41945070142740826
20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,129000,668.9016,192.8534780003516,0.7956049338860387,0.10526315789473684,0.027577181051204748,0.358094075238198,0.17582180864128039,0.34764501606539916
190,RH,,7082,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,160000,657.939046,243.18362160253977,0.3266552583926281,1.0,0.027025637430180653,0.43876979458610543,0.22556767169223127,0.4107804133639041
20,RL,80.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,174000,780.3851999999999,222.96681177449292,0.7956049338860387,0.10526315789473684,0.0331860992311108,0.3597767506921698,0.2055855579716296,0.36252689073057376
60,RL,58.0,14054,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,219210,1305.658762,167.89225973884285,0.7956049338860387,0.3157894736842105,0.0596134520554348,0.4308628512763091,0.1511503641280976,0.37741455696670245
60,FV,85.0,11003,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,310000,1022.211709,303.26398853644906,1.0,0.3157894736842105,0.045352777583023675,0.5083426753801702,0.28495056813632547,0.5056331788050048
20,RL,72.0,11846,Pave,,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,374000,1100.528938,339.8365886495208,0.7956049338860387,0.10526315789473684,0.04929304260440767,0.36460883370415886,0.3210985984503689,0.4202834109699434
30,RM,60.0,8520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,100000,791.53356,126.33703111716451,0.31073892402479775,0.15789473684210525,0.0337469910491014,0.18178808797728108,0.11007754843330807,0.17983939879251443
60,RL,,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,250000,1024.627187,243.991183497652,0.7956049338860387,0.3157894736842105,0.0454743041435883,0.4266211069027551,0.22636585863477107,0.4150223042200393
80,RL,,10246,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,145000,951.884138,152.3294634414845,0.7956049338860387,0.42105263157894735,0.041814485031199604,0.4571021085374596,0.1357682356879837,0.3907761243255929
75,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,325000,1254.1905,259.1312882692063,0.31073892402479775,0.39473684210526316,0.05702400149571151,0.2598238226902115,0.2413302025574863,0.29283414690723514
60,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,380000,1272.120779,298.7137748812764,0.7956049338860387,0.3157894736842105,0.05792610250297974,0.4303566464105726,0.28045317772290046,0.4420659637641039
120,RM,44.0,3842,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,275000,356.933326,770.4520143350245,0.31073892402479775,0.631578947368421,0.011881558344434315,0.3173337213237757,0.7467150275051563,0.5928949804337016
20,RL,,11200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,180000,1040.5136,172.9914918940031,0.7956049338860387,0.10526315789473684,0.046273574984224915,0.363702993418104,0.15619039950849692,0.3378293114990074
20,RL,64.0,10475,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,245350,973.158925,252.11709382411513,0.7956049338860387,0.10526315789473684,0.04288485358386501,0.36268637699799605,0.23439743560501775,0.37693282954726787
20,RL,,12772,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,151500,1186.557116,127.68032651535673,0.7956049338860387,0.10526315789473684,0.053621257799901845,0.3659072982628071,0.11140524957089308,0.3154367365302055
85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,134500,948.075115,141.86639631396716,0.7956049338860387,0.4473684210526316,0.04162284699338615,0.46493935396822084,0.12542663387312708,0.3908684813129015
50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,94000,589.190826,159.54084118750347,0.7956049338860387,0.2631578947368421,0.023566804552571922,0.40425938334123973,0.14289589684861148,0.36276100753748575
60,FV,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,216000,696.7725,310.00075347405357,1.0,0.3157894736842105,0.02897941059618126,0.5034306652841175,0.2916091262489622,0.5089624578613232
20,RL,91.0,10437,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,350000,969.628611,360.9629460490415,0.7956049338860387,0.10526315789473684,0.042707237841501315,0.36263309227528695,0.3419797008423817,0.4307239621659498
60,RL,,12046,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,195000,1119.109538,174.24567781675006,0.7956049338860387,0.3157894736842105,0.05022786230105868,0.42804717434999623,0.15743002563884412,0.3805543877220757
160,RL,75.0,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,120000,999.822086,120.02135347908288,0.7956049338860387,0.8421052631578947,0.04422631984855921,0.5841414484563516,0.10383518923518524,0.4590201274149831
60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,228500,870.965625,262.35248951415275,0.7956049338860387,0.3157894736842105,0.03774334525228446,0.424301819235364,0.2445140090106769,0.42409637940799216
60,RL,,29959,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,248000,2783.280977,89.10347250219431,0.7956049338860387,0.3157894736842105,0.13395498843160625,0.4531653121891605,0.0732762326572225,0.3384774912312649
20,RL,71.0,9204,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,124000,855.079212,145.01580468781177,0.7956049338860387,0.10526315789473684,0.036944074411647855,0.3609041432463309,0.12853948089568118,0.3240038521925996
120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,191000,295.617346,646.1055231853682,0.7956049338860387,0.631578947368421,0.008796653345485989,0.5103546537685876,0.623812069617944,0.6769033044484678
20,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,181000,942.03642,192.13694519369005,0.7956049338860387,0.10526315789473684,0.04131903059197457,0.3622166301004289,0.175113594034276,0.347290908761897
50,RL,60.0,9060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,105000,841.70118,124.74735986469688,0.7956049338860387,0.2631578947368421,0.03627100423005913,0.40807064324448594,0.10850633160852932,0.34556622491744465
20,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,139900,1146.608826,122.01196853511749,0.7956049338860387,0.10526315789473684,0.05161139545210217,0.3653043395584672,0.10580269532353175,0.3126354594065248
20,RL,75.0,9750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,157900,905.80425,174.32022426479008,0.7956049338860387,0.10526315789473684,0.0394961321835051,0.3616697605778881,0.1575037066802583,0.3384859650848881
50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,130500,1093.189601,119.3754494925899,0.7956049338860387,0.2631578947368421,0.04892378882423053,0.41186647862273734,0.10319678352130315,0.34291145087383157
60,RL,,8121,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,172400,754.465263,228.5062128831238,0.7956049338860387,0.3157894736842105,0.031882025754282645,0.42254342338596346,0.21106065240236072,0.4073697011038341
80,RL,60.0,7134,Pave,,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,130000,662.770002,196.14647556121588,0.7956049338860387,0.42105263157894735,0.027268690551309913,0.45273837019349267,0.17907657792993284,0.41243029544656745
60,RL,74.0,9056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,178000,841.329568,211.5698850607851,0.7956049338860387,0.3157894736842105,0.0362523078361261,0.4238545080105165,0.1943209377078165,0.39899984375656194
20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,161500,909.52037,177.56611652359146,0.7956049338860387,0.10526315789473684,0.039683096122835305,0.36172584975968713,0.1607119175103473,0.3400900704999326
190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,119900,724.6434,165.4606941842015,0.31073892402479775,1.0,0.030381640141157774,0.4334100616522664,0.14874702651720828,0.3675951904660435
70,RL,80.0,16560,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,239000,1538.47368,155.34877398747568,0.7956049338860387,0.3684210526315789,0.07132674285447194,0.4501663122002308,0.13875249518297628,0.3817419382836155
20,RL,105.0,11751,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,190000,1091.703153,174.03998465872345,0.7956049338860387,0.10526315789473684,0.048849003248498446,0.3644756218973861,0.1572267203641645,0.3383474719268412
160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,85400,156.07704,547.1656817684394,0.31073892402479775,0.8421052631578947,0.001776157423636916,0.37745999578437855,0.5260208167196441,0.5246531381988403
20,RL,,10603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,205000,985.050509,208.1111558514001,0.7956049338860387,0.10526315789473684,0.04348313818972165,0.36286586237975305,0.19090236074248257,0.35518529211600025
20,RL,71.0,9187,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,134000,853.499861,157.0006113920152,0.7956049338860387,0.10526315789473684,0.036864614737432515,0.36088030534406634,0.14038515647554387,0.3299266899825309
190,RL,,32463,Pave,,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,168000,3015.910089,55.704578399982935,0.7956049338860387,1.0,0.14565893103367689,0.6619396528645186,0.04026506493248777,0.4588140126320555
60,RL,70.0,11207,Pave,,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,185000,1041.163921,177.6857575148342,0.7956049338860387,0.3157894736842105,0.0463062936736077,0.42687070376176095,0.160830169594281,0.3822544596997942
80,RL,,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,180500,1311.047136,137.67620937772296,0.7956049338860387,0.42105263157894735,0.059884549767463595,0.4625231279583388,0.12128509064337113,0.3835345518032866
50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,152000,1273.70013,119.3373514062529,0.31073892402479775,0.2631578947368421,0.05800556217719507,0.22064460668413025,0.10315912771407156,0.1974328200118435
60,RL,80.0,9554,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,215000,887.595262,242.22752103875018,0.7956049338860387,0.3157894736842105,0.038580008880787116,0.4245528183239148,0.22462267046026288,0.41415071013278515
20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,153000,809.370936,189.03569821291433,0.7956049338860387,0.10526315789473684,0.03464441795788637,0.3602142463102025,0.1720483493011746,0.3457582863953463
75,RM,90.0,8100,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,106000,752.5143,140.86111054633778,0.31073892402479775,0.39473684210526316,0.03178386968613429,0.2522517831473383,0.12443301842631192,0.23438555484164791
60,FV,102.0,11143,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,340000,1035.218129,328.4331972899597,1.0,0.3157894736842105,0.04600715137067938,0.508538987516467,0.30982758858850834,0.5180716890310962
50,RL,77.0,9786,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,159000,909.148758,174.88887115655058,0.7956049338860387,0.2631578947368421,0.03966439972890229,0.40908866189413884,0.15806575217381888,0.37034593520008946
50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,120000,557.418,215.2783010236483,0.31073892402479775,0.2631578947368421,0.0219682628712987,0.20983341689236135,0.19798630282345533,0.24484640756653542
20,RL,100.0,21750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,115000,2020.64025,56.91265429360818,0.7956049338860387,0.10526315789473684,0.09558531398256562,0.37849651511760624,0.0414591163231304,0.28046366990632415
120,RL,,4928,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,128000,457.825984,279.5822091216212,0.7956049338860387,0.631578947368421,0.016957629297249293,0.5128029465541165,0.2615437095172764,0.495769124398134
20,RL,90.0,11694,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,314813,1086.407682,289.77427646723874,0.7956049338860387,0.10526315789473684,0.048582579634952903,0.36439569481332246,0.27161745757547023,0.39554284053249406
50,RL,60.0,11409,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,131000,1059.930327,123.59302933691791,0.7956049338860387,0.2631578947368421,0.04725046156722522,0.4113644804456357,0.10736540165600823,0.34499575994118414
60,RL,67.0,14948,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,446261,1388.714044,321.34837400693846,0.7956049338860387,0.3157894736842105,0.06379209609946482,0.4321164444895181,0.30282501272536216,0.4532518812653348
50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,127500,579.7147199999999,219.93576426694844,0.31073892402479775,0.2631578947368421,0.02309004650727991,0.21016995198315572,0.202589697768984,0.24714810503929974
70,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,155000,232.2575,667.3627331733098,0.31073892402479775,0.3684210526315789,0.005608918179906049,0.23650456085336463,0.6448225055361018,0.48931714050180597
20,RL,105.0,11249,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,177500,1045.065847,169.8457570970645,0.7956049338860387,0.10526315789473684,0.04650260580990441,0.3637717026658079,0.15308118341644675,0.3362747034529823
50,RM,,12358,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,128500,1148.095274,111.92450915010038,0.31073892402479775,0.2631578947368421,0.05168618102783425,0.218748792339322,0.09583234083645904,0.19376942657303725
60,RL,51.0,8029,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,176000,745.918187,235.95080944178667,0.7956049338860387,0.3157894736842105,0.031452008693823176,0.4224144182678256,0.21841882494810172,0.4110487873767046
60,RL,52.0,46589,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,402000,4328.257867,92.87801520906933,0.7956049338860387,0.3157894736842105,0.2116852462081376,0.4764843895221199,0.07700695685424241,0.3403428533297749
70,RH,55.0,8525,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,130000,791.998075,164.14181309720988,0.3266552583926281,0.3684210526315789,0.03377036154151768,0.25131952760898024,0.14744345626609695,0.2454025161771527
