,MSSubClass,LotFrontage,LotArea,SalePrice,LotArea_m^2,Price_per_m^2,ZoningScore,SubClassScore,LotAreaNorm,PDI,Price_per_m^2_norm,EVI,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn
12,20,82.0,11880,157000,1103.68764,142.25039251141743,0.7956049338860387,0.1052631578947368,0.0494519619528383,0.364656509508688,0.1258061722746351,0.3226371978820765,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
13,60,85.0,13600,205000,1263.4808,162.25019010973494,0.7956049338860387,0.3157894736842105,0.057491411344037,0.4302262390628897,0.1455737930514887,0.3746262714283981,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
14,20,80.0,9600,140000,891.8688,156.97376116307692,0.7956049338860387,0.1052631578947368,0.0387950174110168,0.3614594261461416,0.1403586179498005,0.3299134207196592,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
15,60,80.0,8068,200000,749.5414039999999,266.8298227858804,0.7956049338860387,0.3157894736842105,0.0316342985346701,0.4224691052200797,0.2489393651060079,0.4263090574556577,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
16,20,69.83333333333333,21000,217000,1950.963,111.22712219555164,0.7956049338860387,0.1052631578947368,0.0920797401201243,0.3774448429588738,0.0951430498181637,0.3073056366538408,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
17,20,49.0,8235,125000,765.056205,163.38668869432934,0.3107389240247977,0.1052631578947368,0.0324148729813737,0.1655989788727522,0.1466970980711147,0.187622857821944,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
18,60,75.0,7950,159500,738.57885,215.95527681303088,0.7956049338860387,0.3157894736842105,0.031082754913646,0.4223036421337724,0.1986554196289549,0.4011670847171311,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
19,20,47.0,12416,184000,1153.483648,159.51678233066727,0.7956049338860387,0.1052631578947368,0.051957278739863,0.3654081045447955,0.1428721172900472,0.3311701703897826,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20,45,55.0,10594,96500,984.214382,98.04774423627556,0.7956049338860387,0.2368421052631578,0.0434410713033723,0.4023269265243746,0.0821166707114217,0.327108236574154,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
21,90,91.0,11643,200000,1081.669629,184.8993395376177,0.7956049338860387,0.4736842105263157,0.0483442006123068,0.4748504968960023,0.1679600094423157,0.4173983269922326,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
22,50,52.0,6240,149000,579.7147199999999,257.0229715747084,0.3107389240247977,0.2631578947368421,0.0230900465072799,0.2101699519831557,0.2392463612241194,0.2654764367668674,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
23,60,65.0,10237,178900,951.048011,188.1082741678748,0.7956049338860387,0.3157894736842105,0.0417724181448503,0.4255105411031337,0.1711316916834385,0.387405220744373,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24,20,67.0,10083,184900,936.740949,197.3864814999136,0.7956049338860387,0.1052631578947368,0.041052606978429,0.3621367030163652,0.180302188691078,0.349885206090298,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
25,160,35.0,4251,164700,394.930653,417.0352408679708,1.0,0.8421052631578947,0.0137932646240856,0.6567695583345942,0.3974010547145715,0.6671215799888647,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
26,20,100.0,17500,335000,1625.8025,206.0520881226348,0.7956049338860387,0.1052631578947368,0.0757203954287316,0.372537039551456,0.1888671966456462,0.3541677100675821,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
27,90,78.03424657534246,8544,87500,793.763232,110.2343828392394,0.7956049338860387,0.4736842105263157,0.0338591694126995,0.4705049875361201,0.0941618351318966,0.3804992398370231,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
28,20,79.0,9541,233170,886.387523,263.0565006272093,0.7956049338860387,0.1052631578947368,0.0385192456005048,0.361376694602988,0.2452098472878984,0.3823390353887081,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
29,20,74.69444444444444,8544,149350,793.763232,188.15434373760465,0.7956049338860387,0.1052631578947368,0.0338591694126995,0.3599786717466464,0.1711772264334426,0.3453227249614802,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30,40,60.0,12144,133000,1128.214032,117.88543328452414,0.7956049338860387,0.2105263157894736,0.0506859239524176,0.3966056454769829,0.1017240648496458,0.3316487757485292,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
31,30,67.0,5604,98000,520.628412,188.23406049533847,0.7956049338860387,0.1578947368421052,0.0201173198719297,0.371645590568626,0.1712560177626396,0.3558884364155524,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
32,20,79.0,10240,207500,951.32672,218.11644268753432,0.7956049338860387,0.1052631578947368,0.0417864404403,0.3623568530549266,0.2007914966183868,0.3601298600539523,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
33,20,74.69444444444444,9991,150000,928.193873,161.60416952030454,0.7956049338860387,0.1052631578947368,0.0406225899179695,0.3620076978982274,0.1449352720883079,0.3322017477889129,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34,85,74.69444444444444,7252,134900,673.732556,200.22781858859733,0.7956049338860387,0.4473684210526316,0.027820234172334,0.4607985701219051,0.1831105408152532,0.4197104347839645,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
35,20,60.0,7200,187750,668.9016,280.684034841597,1.0,0.1052631578947368,0.0275771810512047,0.4398521016837824,0.2626327441881322,0.4523690036730134,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
36,20,128.0,12160,149500,1129.70048,132.3359621835338,0.7956049338860387,0.1052631578947368,0.0507607095281497,0.3650491337812815,0.1160068381575425,0.3177375308235302,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
37,20,71.0,9353,116050,868.921759,133.55632863142517,0.7956049338860387,0.1052631578947368,0.0376405150856528,0.3611130754485324,0.1172130374219162,0.3183406304557171,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
38,90,64.0,7018,153337,651.993254,235.18188119167257,0.7956049338860387,0.4736842105263157,0.0267264951272523,0.468365185250486,0.2176588231541763,0.4422477338481629,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
39,20,74.69444444444444,13284,165000,1234.123452,133.6981318462134,0.7956049338860387,0.1052631578947368,0.0560143962233284,0.3666252397898351,0.1173531944490607,0.3184107089692893,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
40,20,60.0,6600,130500,613.1598,212.8319566938341,0.7956049338860387,0.1052631578947368,0.0247727219612517,0.357252737511212,0.1955683580035817,0.3575182907465498,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
41,90,78.0,7060,206300,655.89518,314.5319653057978,0.3107389240247977,0.4736842105263157,0.026922807263549,0.2744776749468786,0.2960877354303395,0.3360023870278722,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
42,160,34.0,3604,146000,334.822412,436.0520525728726,1.0,0.8421052631578947,0.0107691229054196,0.6558623158189943,0.416197101040508,0.6765196031518329,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
43,20,80.0,8892,126500,826.093476,153.1303704424849,0.7956049338860387,0.1052631578947368,0.0354857556848722,0.3604666476282983,0.1365598449928016,0.3280140342411597,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
44,50,53.0,5362,139000,498.145886,279.03472437791044,0.7956049338860387,0.2631578947368421,0.0189861880389819,0.4028851983871627,0.2610025805012659,0.4218143493638129,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
45,190,33.0,4456,113000,413.975768,272.9628368006313,0.3107389240247977,1.0,0.0147514548131529,0.428721006053865,0.2550011812152331,0.4207222678150559,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
46,50,60.0,9600,79000,891.8688,88.57805094202197,0.7956049338860387,0.2631578947368421,0.0387950174110168,0.4088278471987732,0.072756910694167,0.3276915144602635,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47,20,95.0,11639,182000,1081.298017,168.31622470274075,1.0,0.1052631578947368,0.0483255042183738,0.4460765986339332,0.1515694073003,0.3968373352290974,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
48,60,80.0,8000,188000,743.224,252.95200370278675,0.7956049338860387,0.3157894736842105,0.0313164598378087,0.4223737536110212,0.2352226530495091,0.4194507014274082,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
49,20,60.0,7200,129000,668.9016,192.8534780003516,0.7956049338860387,0.1052631578947368,0.0275771810512047,0.358094075238198,0.1758218086412803,0.3476450160653991,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50,190,59.10526315789474,7082,160000,657.939046,243.18362160253977,0.3266552583926281,1.0,0.0270256374301806,0.4387697945861054,0.2255676716922312,0.4107804133639041,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
51,20,80.0,8400,174000,780.3851999999999,222.96681177449287,0.7956049338860387,0.1052631578947368,0.0331860992311108,0.3597767506921698,0.2055855579716296,0.3625268907305737,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
52,60,58.0,14054,219210,1305.658762,167.89225973884285,0.7956049338860387,0.3157894736842105,0.0596134520554348,0.4308628512763091,0.1511503641280976,0.3774145569667024,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
53,60,85.0,11003,310000,1022.211709,303.26398853644906,1.0,0.3157894736842105,0.0453527775830236,0.5083426753801702,0.2849505681363254,0.5056331788050048,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,20,72.0,11846,374000,1100.528938,339.8365886495208,0.7956049338860387,0.1052631578947368,0.0492930426044076,0.3646088337041588,0.3210985984503689,0.4202834109699434,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
55,30,60.0,8520,100000,791.53356,126.33703111716451,0.3107389240247977,0.1578947368421052,0.0337469910491014,0.181788087977281,0.110077548433308,0.1798393987925144,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
56,60,81.21951219512195,11029,250000,1024.627187,243.991183497652,0.7956049338860387,0.3157894736842105,0.0454743041435883,0.4266211069027551,0.226365858634771,0.4150223042200393,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
57,80,74.69444444444444,10246,145000,951.884138,152.3294634414845,0.7956049338860387,0.4210526315789473,0.0418144850311996,0.4571021085374596,0.1357682356879837,0.3907761243255929,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
58,75,75.0,13500,325000,1254.1905,259.1312882692063,0.3107389240247977,0.3947368421052631,0.0570240014957115,0.2598238226902115,0.2413302025574863,0.2928341469072351,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
59,60,105.0,13693,380000,1272.120779,298.7137748812764,0.7956049338860387,0.3157894736842105,0.0579261025029797,0.4303566464105726,0.2804531777229004,0.4420659637641039,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
60,120,44.0,3842,275000,356.933326,770.4520143350245,0.3107389240247977,0.631578947368421,0.0118815583444343,0.3173337213237757,0.7467150275051563,0.5928949804337016,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
61,20,70.61538461538461,11200,180000,1040.5136,172.9914918940031,0.7956049338860387,0.1052631578947368,0.0462735749842249,0.363702993418104,0.1561903995084969,0.3378293114990074,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
62,20,64.0,10475,245350,973.158925,252.11709382411516,0.7956049338860387,0.1052631578947368,0.042884853583865,0.362686376997996,0.2343974356050177,0.3769328295472678,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
63,20,78.03424657534246,12772,151500,1186.557116,127.68032651535673,0.7956049338860387,0.1052631578947368,0.0536212577999018,0.3659072982628071,0.111405249570893,0.3154367365302055,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
64,85,69.0,10205,134500,948.075115,141.86639631396716,0.7956049338860387,0.4473684210526316,0.0416228469933861,0.4649393539682208,0.125426633873127,0.3908684813129015,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
65,50,54.0,6342,94000,589.190826,159.54084118750347,0.7956049338860387,0.2631578947368421,0.0235668045525719,0.4042593833412397,0.1428958968486114,0.3627610075374857,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66,60,65.11290322580645,7500,216000,696.7725,310.0007534740536,1.0,0.3157894736842105,0.0289794105961812,0.5034306652841175,0.2916091262489622,0.5089624578613232,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
67,20,91.0,10437,350000,969.628611,360.9629460490415,0.7956049338860387,0.1052631578947368,0.0427072378415013,0.3626330922752869,0.3419797008423817,0.4307239621659498,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
68,60,81.21951219512195,12046,195000,1119.109538,174.24567781675006,0.7956049338860387,0.3157894736842105,0.0502278623010586,0.4280471743499962,0.1574300256388441,0.3805543877220757,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
69,160,75.0,10762,120000,999.822086,120.02135347908288,0.7956049338860387,0.8421052631578947,0.0442263198485592,0.5841414484563516,0.1038351892351852,0.4590201274149831,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
70,60,72.4375,9375,228500,870.965625,262.35248951415275,0.7956049338860387,0.3157894736842105,0.0377433452522844,0.424301819235364,0.2445140090106769,0.4240963794079921,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
71,60,88.96153846153847,29959,248000,2783.280977,89.10347250219431,0.7956049338860387,0.3157894736842105,0.1339549884316062,0.4531653121891605,0.0732762326572225,0.3384774912312649,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
72,20,71.0,9204,124000,855.079212,145.01580468781177,0.7956049338860387,0.1052631578947368,0.0369440744116478,0.3609041432463309,0.1285394808956811,0.3240038521925996,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
73,120,43.0,3182,191000,295.617346,646.1055231853682,0.7956049338860387,0.631578947368421,0.0087966533454859,0.5103546537685876,0.623812069617944,0.6769033044484678,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
74,20,78.0,10140,181000,942.03642,192.13694519369005,0.7956049338860387,0.1052631578947368,0.0413190305919745,0.3622166301004289,0.175113594034276,0.347290908761897,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
75,50,60.0,9060,105000,841.70118,124.74735986469688,0.7956049338860387,0.2631578947368421,0.0362710042300591,0.4080706432444859,0.1085063316085293,0.3455662249174446,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
76,20,78.03424657534246,12342,139900,1146.608826,122.01196853511748,0.7956049338860387,0.1052631578947368,0.0516113954521021,0.3653043395584672,0.1058026953235317,0.3126354594065248,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
77,20,75.0,9750,157900,905.80425,174.32022426479008,0.7956049338860387,0.1052631578947368,0.0394961321835051,0.3616697605778881,0.1575037066802583,0.3384859650848881,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
78,50,70.0,11767,130500,1093.189601,119.3754494925899,0.7956049338860387,0.2631578947368421,0.0489237888242305,0.4118664786227373,0.1031967835213031,0.3429114508738315,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
79,60,80.0,8121,172400,754.465263,228.5062128831238,0.7956049338860387,0.3157894736842105,0.0318820257542826,0.4225434233859634,0.2110606524023607,0.4073697011038341,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
80,80,60.0,7134,130000,662.770002,196.14647556121588,0.7956049338860387,0.4210526315789473,0.0272686905513099,0.4527383701934926,0.1790765779299328,0.4124302954465674,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
81,60,74.0,9056,178000,841.329568,211.5698850607851,0.7956049338860387,0.3157894736842105,0.0362523078361261,0.4238545080105165,0.1943209377078165,0.3989998437565619,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
82,20,81.21951219512195,9790,161500,909.52037,177.56611652359146,0.7956049338860387,0.1052631578947368,0.0396830961228353,0.3617258497596871,0.1607119175103473,0.3400900704999326,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,190,65.0,7800,119900,724.6434,165.4606941842015,0.3107389240247977,1.0,0.0303816401411577,0.4334100616522664,0.1487470265172082,0.3675951904660435,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
84,70,80.0,16560,239000,1538.47368,155.34877398747568,0.7956049338860387,0.3684210526315789,0.0713267428544719,0.4501663122002308,0.1387524951829762,0.3817419382836155,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
85,20,105.0,11751,190000,1091.703153,174.03998465872343,0.7956049338860387,0.1052631578947368,0.0488490032484984,0.3644756218973861,0.1572267203641645,0.3383474719268412,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
86,160,21.0,1680,85400,156.07704,547.1656817684394,0.3107389240247977,0.8421052631578947,0.0017761574236369,0.3774599957843785,0.5260208167196441,0.5246531381988403,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
87,20,81.21951219512195,10603,205000,985.050509,208.1111558514001,0.7956049338860387,0.1052631578947368,0.0434831381897216,0.362865862379753,0.1909023607424825,0.3551852921160002,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
88,20,71.0,9187,134000,853.499861,157.0006113920152,0.7956049338860387,0.1052631578947368,0.0368646147374325,0.3608803053440663,0.1403851564755438,0.3299266899825309,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
