EVI,ZoningScore,MSZoning_RL,LotConfig_CulDSac,LandContour_HLS,LotShape_IR2,Condition1_Norm,Condition1_Feedr,LotShape_Reg,MSZoning_RM,Price_per_m^2,PDI,SalePrice,LotFrontage,LotArea,WoodDeckSF,OpenPorchSF,FullBath,GarageCars,GarageArea,KitchenQual,PavedDrive,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtQual,CentralAir,Foundation
0.3637618553395647,0.8350439463269663,True,False,False,False,True,False,True,False,201.52440956935968,0.373869680214569,134800,60.0,7200,222,32,1,2,576,Gd,Y,5,1951,2000,0.0,900,900,900,TA,Y,CBlock
0.4059850815837038,0.8350439463269663,True,False,False,False,True,False,True,False,286.96271176701686,0.3798684182079785,306000,98.0,11478,0,50,2,3,772,Gd,Y,8,2007,2008,200.0,1704,1704,1704,Ex,Y,PConc
0.3317995529095591,0.8350439463269663,True,True,False,False,True,False,False,False,136.84899044913615,0.3866594158942998,207500,47.0,16321,288,258,1,1,319,TA,Y,5,1957,1997,0.0,1600,1484,1600,TA,Y,CBlock
0.1931867584748705,0.3712831948941708,False,False,False,False,False,True,False,True,116.59205898260524,0.2029265002442619,68500,60.0,6324,49,0,1,1,240,Fa,Y,4,1927,1950,0.0,520,520,520,TA,N,BrkTil
0.0913206303517072,0.0,False,False,False,False,False,True,True,False,50.65371788791725,0.1206223685133045,40000,50.0,8500,0,54,1,1,250,TA,N,4,1920,1950,0.0,1317,649,649,TA,N,BrkTil
0.3571544286937586,0.8350439463269663,True,True,False,False,True,False,False,False,188.15434373760465,0.3757542767230175,149350,,8544,0,65,1,1,271,Gd,Y,5,1966,2006,0.0,1228,1228,1228,TA,Y,CBlock
0.350781233062998,0.8350439463269663,True,False,False,False,True,False,True,False,175.25824216741032,0.3792668617331836,179900,85.0,11049,0,30,2,2,484,Gd,Y,8,2007,2007,0.0,1234,1234,1234,Ex,Y,PConc
0.3476013232559466,0.8350439463269663,True,False,False,False,True,False,False,False,168.82372450442475,0.3785699536493302,165500,70.0,10552,0,38,1,2,447,Gd,Y,5,1959,1959,0.0,1700,1398,1700,TA,Y,CBlock
0.5712861439209929,0.8350439463269663,True,False,False,False,True,False,True,False,408.4488481749105,0.5319228689952566,277500,60.0,7313,203,47,2,2,556,Ex,Y,9,2005,2005,246.0,1561,1561,1561,Ex,Y,PConc
0.4287756930407915,0.8350439463269663,True,False,False,False,True,False,True,False,247.87969524633823,0.4457466382620751,309000,108.0,13418,113,32,3,3,691,Gd,Y,8,2004,2005,132.0,2452,1117,1132,Ex,Y,PConc
0.3352002814097473,0.8350439463269663,True,False,False,False,True,False,True,False,143.7303326661249,0.3790004381196381,145000,112.0,10859,392,64,1,2,672,TA,Y,5,1994,1995,0.0,1097,1097,1097,Gd,Y,PConc
0.3595608887629262,0.8350439463269663,True,False,False,False,True,False,True,False,193.02379311192087,0.3757374499684777,153000,74.0,8532,0,0,1,2,498,TA,Y,5,1954,1990,650.0,1297,1297,1297,TA,Y,CBlock
0.3373609080440269,0.8350439463269663,True,False,False,False,True,False,True,False,148.10234039117435,0.374882089946042,109000,68.0,7922,0,52,1,1,246,Gd,Y,5,1953,2007,0.0,1057,1057,1057,TA,Y,CBlock
0.4100716923448137,0.8350439463269663,True,False,False,False,True,False,True,False,146.13262155578775,0.48276940973187,82000,65.0,6040,0,0,2,0,0,Fa,N,4,1955,1955,0.0,1152,0,1152,,N,PConc
0.3624734577151705,0.8350439463269663,True,False,False,False,True,False,True,False,198.9173490632001,0.3759141308911448,160000,84.0,8658,0,138,2,2,440,TA,Y,6,1965,1965,101.0,1324,1088,1324,TA,Y,CBlock
0.3176631163542683,0.8350439463269663,True,False,False,False,True,False,True,False,108.24404369719082,0.3874783179485661,170000,115.0,16905,0,104,1,1,308,TA,P,5,1959,1959,0.0,1328,1350,1328,TA,Y,CBlock
0.4160332490729157,0.8350439463269663,True,True,False,False,True,False,False,False,168.8457262930575,0.479277673660991,144000,,9180,240,0,1,2,504,Gd,Y,5,1983,1983,0.0,884,840,884,Gd,Y,CBlock
0.3394804913507153,0.8350439463269663,True,True,False,False,True,False,False,False,152.3912973278815,0.376674139304522,130250,,9200,145,0,1,1,308,TA,Y,5,1975,1980,0.0,938,938,938,Gd,Y,CBlock
0.3585742385053007,0.8350439463269663,True,False,False,False,True,False,True,False,191.02731557164515,0.3749143412255765,141000,70.0,7945,0,0,1,1,300,TA,Y,5,1959,1959,0.0,1150,1150,1150,TA,Y,CBlock
0.591644775917558,0.8350439463269663,True,False,False,False,True,False,True,False,449.6443490301978,0.5324066381882735,319900,61.0,7658,196,82,2,2,576,Ex,Y,9,2005,2005,412.0,1752,1752,1752,Ex,Y,PConc
0.3951871620713524,0.8350439463269663,True,True,False,False,True,False,False,False,201.2135191824761,0.4291214357690585,239686,48.0,12822,168,43,1,2,670,Gd,Y,7,2003,2003,0.0,2149,1434,1518,Ex,Y,PConc
0.4333636557025889,1.0,False,False,False,False,True,False,True,False,242.2268915176865,0.445315187991011,249700,84.0,11096,0,146,2,3,826,Gd,Y,8,2006,2006,0.0,1656,1656,1656,Gd,Y,PConc
0.4388855490758678,0.3712831948941708,False,False,False,False,True,False,True,True,272.9628368006313,0.4529387144016142,113000,33.0,4456,0,0,2,0,0,TA,N,4,1920,2008,0.0,1452,736,736,TA,Y,BrkTil
0.3514302812354944,0.8350439463269663,True,False,False,False,True,False,True,False,176.57158505556274,0.3746296886279463,127000,66.0,7742,0,0,1,1,386,TA,Y,5,1966,1966,0.0,955,955,955,TA,Y,CBlock
0.3741633098475384,0.8350439463269663,True,False,False,True,True,False,False,False,137.37205018813813,0.4463790437868595,177000,,13869,0,75,2,2,388,TA,Y,6,1997,1997,0.0,1470,794,794,Gd,Y,PConc
0.2542291392090242,0.3712831948941708,False,False,False,False,True,False,True,True,197.51094124365173,0.2343876603309049,114500,52.0,6240,112,0,1,2,528,TA,Y,6,1934,1950,0.0,1176,816,816,TA,Y,PConc
0.2677932088070983,0.3712831948941708,False,False,False,True,False,False,False,True,139.75810382791144,0.3006753314121346,110000,110.0,8472,106,0,1,2,516,TA,Y,5,1963,1963,0.0,816,816,816,Gd,N,CBlock
0.3049085737133519,0.8350439463269663,True,False,False,False,True,False,False,False,82.43534631706609,0.4342651089462524,385000,68.0,50271,857,72,0,3,894,Gd,Y,9,1981,1987,0.0,1842,1842,1842,Ex,Y,CBlock
0.4242619991788458,0.8350439463269663,True,False,False,False,True,False,True,False,196.14647556121588,0.4685139751698637,130000,60.0,7134,0,50,1,2,572,TA,Y,5,1955,1955,0.0,1360,384,1360,TA,Y,CBlock
0.3585345926493934,0.8350439463269663,True,False,False,False,True,False,False,False,190.9470925541451,0.3780413131108741,180500,100.0,10175,0,0,2,2,576,TA,Y,6,1964,1964,272.0,1425,1425,1425,TA,Y,CBlock
0.8079471496029093,1.0,False,False,False,False,True,False,True,False,701.9944598597228,0.6545175776853619,172500,24.0,2645,115,0,2,2,480,Gd,Y,8,1999,2000,456.0,1739,970,983,Gd,Y,PConc
0.3960365768757297,0.8350439463269663,True,False,False,False,True,False,False,False,181.6324008207252,0.4432604852788318,196500,89.0,11645,0,70,2,2,565,Gd,Y,7,2004,2004,0.0,1720,860,860,Gd,Y,PConc
0.4768696602921389,0.8350439463269663,True,True,True,True,True,False,False,False,345.1973867970925,0.4461168268619489,438780,66.0,13682,192,0,3,3,641,Gd,Y,10,2006,2006,1031.0,2945,1410,1426,Ex,Y,PConc
0.3564475722594469,0.8350439463269663,True,False,False,False,True,False,True,False,186.72402637398383,0.373869680214569,124900,60.0,7200,196,0,1,1,352,TA,Y,5,1972,1972,0.0,780,780,780,TA,Y,CBlock
0.3284654183293248,0.8350439463269663,True,False,False,False,False,False,True,False,130.1024004044386,0.3821035721026711,158000,63.0,13072,0,50,1,2,576,Gd,Y,6,2004,2004,0.0,1158,1158,1158,Gd,Y,PConc
0.2575563699732475,0.3712831948941708,False,False,False,False,True,False,True,True,150.99380835686443,0.2752074849046086,101000,60.0,7200,0,0,1,1,288,Fa,N,5,1920,1996,0.0,1111,530,581,TA,N,BrkTil
0.5366468366664824,0.8350439463269663,True,False,False,False,True,False,False,False,338.356534905998,0.5307015270615821,202500,44.0,6442,120,49,2,2,484,Gd,Y,8,2006,2006,178.0,1370,1370,1370,Gd,Y,PConc
0.2499763410038043,0.3712831948941708,False,False,False,False,False,False,False,True,146.30564147238235,0.2716596596519306,140000,50.0,10300,12,11,2,2,480,TA,Y,7,1921,1950,0.0,1710,576,902,TA,Y,BrkTil
0.4308213836806973,0.8350439463269663,True,False,False,False,True,False,True,False,252.01913106501763,0.440077424211735,219500,,9375,576,36,2,2,645,Gd,Y,7,1997,1998,573.0,2034,1057,1057,Gd,Y,PConc
0.4820931041592566,0.8350439463269663,True,False,False,False,True,False,True,False,355.76697645968363,0.44038030579345,317000,76.0,9591,192,151,2,3,852,Gd,Y,8,2004,2005,344.0,2473,1143,1143,Ex,Y,PConc
0.3122852816821623,0.8350439463269663,True,False,False,False,False,False,True,False,97.36204568908718,0.3916779954357707,180000,,19900,301,0,2,2,576,TA,Y,7,1970,1989,287.0,2207,1947,2207,Gd,Y,CBlock
0.3768934608660054,0.8350439463269663,True,False,False,False,True,False,False,False,228.0960901610151,0.3787284055879126,226000,72.0,10665,144,29,2,2,558,Gd,Y,7,2003,2003,167.0,1479,1453,1479,Gd,Y,PConc
0.2279195442663558,0.3712831948941708,False,False,False,False,False,False,True,True,186.8735251941392,0.2005202743450821,80000,47.0,4608,0,0,1,1,220,TA,Y,4,1945,1950,0.0,747,747,747,TA,Y,CBlock
0.3725060338288341,0.8350439463269663,True,False,False,False,True,False,True,False,155.31846896145987,0.4330070138381884,225000,81.0,15593,0,21,2,2,667,TA,Y,7,1953,1953,0.0,2287,1304,1304,TA,Y,CBlock
0.3592505448625389,0.8350439463269663,True,False,False,False,True,False,False,False,192.3958151409061,0.3829154630092125,244000,95.0,13651,300,0,2,2,516,TA,Y,7,1973,1973,1115.0,2223,2223,2223,Gd,Y,CBlock
0.3548224385282346,0.8350439463269663,True,False,False,False,True,False,True,False,183.4355835146892,0.3744291698030146,129500,69.0,7599,0,0,1,2,360,TA,Y,4,1982,2006,0.0,845,845,845,TA,Y,CBlock
0.4033167190794645,0.8350439463269663,True,False,False,False,True,False,False,False,196.36370027302505,0.4411515320431871,185000,74.0,10141,0,94,2,2,427,TA,Y,7,1998,1998,40.0,1718,832,885,Gd,Y,PConc
0.3397372820377876,0.8350439463269663,True,False,False,False,True,False,True,False,152.9109108741502,0.3780763688494986,144900,85.0,10200,0,0,1,2,490,TA,Y,5,1954,2003,104.0,1086,1086,1086,TA,Y,CBlock
0.2552923105421548,0.3712831948941708,False,False,False,False,True,False,True,True,199.6622584623474,0.2337566570356655,107400,60.0,5790,0,0,2,1,379,TA,Y,3,1915,1950,0.0,1605,840,840,Fa,N,CBlock
0.5967658266142487,0.3712831948941708,False,False,False,False,True,False,True,True,613.7319985323307,0.4331388642187708,91000,21.0,1596,120,101,1,1,297,TA,Y,4,1973,1973,0.0,988,462,526,Gd,Y,CBlock
0.3493752025376597,0.8350439463269663,True,False,False,False,True,False,False,False,172.41315258973603,0.375657522884414,135750,,8475,0,0,1,1,283,TA,Y,4,1956,1956,0.0,952,952,952,TA,Y,CBlock
0.2348568026443601,0.3712831948941708,False,False,False,False,True,False,True,True,158.31119994211545,0.2377460000911236,127000,50.0,8635,0,0,1,1,240,TA,Y,5,1948,2001,0.0,1285,672,1072,TA,Y,CBlock
0.4052231385943107,0.8350439463269663,True,False,False,False,True,False,True,False,136.32161852722209,0.4894131733159687,136500,72.0,10778,0,0,2,0,0,TA,Y,4,1968,1968,0.0,1768,1768,1768,TA,N,CBlock
0.2126682629607063,0.3712831948941708,False,False,False,False,True,False,True,True,113.41289804885687,0.2402770244198062,110000,60.0,10440,74,0,1,2,440,TA,Y,5,1910,1981,0.0,1230,440,682,TA,Y,PConc
0.3854530510353126,0.8350439463269663,True,False,False,False,True,False,True,False,160.21673556952288,0.4451605063122749,193500,100.0,13000,0,72,2,1,509,Gd,Y,6,1968,1968,576.0,2142,896,1182,Gd,Y,CBlock
0.4117576529839622,0.3712831948941708,False,False,False,False,True,False,True,True,367.16910230144464,0.3424740967121195,153500,32.0,4500,0,199,2,2,405,TA,Y,6,1998,1998,443.0,1337,1237,1337,Ex,Y,PConc
0.3918660691149216,0.8350439463269663,True,False,False,False,True,False,True,False,258.3930224906616,0.3780847822267684,245000,78.0,10206,144,99,2,3,758,Gd,Y,8,2007,2007,468.0,1563,1563,1563,Gd,Y,PConc
0.3398457379734381,0.8350439463269663,True,False,False,False,True,False,False,False,153.1303704424849,0.3762422526046692,126500,80.0,8892,74,0,1,2,461,TA,Y,5,1960,1960,66.0,1065,1065,1065,TA,Y,CBlock
0.4324072596246907,0.8350439463269663,True,False,False,False,True,False,False,False,212.62833366052016,0.4704714876146509,168500,,8530,120,72,2,2,400,TA,Y,7,1995,1996,22.0,1474,384,804,Gd,Y,PConc
0.3923986032345474,0.8350439463269663,True,False,False,False,True,False,True,False,174.27099528659494,0.4494499264903581,260000,121.0,16059,127,82,2,2,462,Gd,Y,8,1991,1992,284.0,2417,1288,1301,Gd,Y,CBlock
0.3839834378435679,0.8350439463269663,True,False,False,True,True,False,False,False,157.24298706286126,0.4436334783377955,174000,122.0,11911,100,38,2,2,400,Gd,Y,6,2005,2005,0.0,1560,684,684,Gd,Y,PConc
0.6825012784665297,1.0,False,False,False,False,True,False,True,False,448.1559164564686,0.6563488894711011,164500,40.0,3951,0,234,2,2,528,Gd,Y,6,2009,2009,76.0,1224,612,612,Gd,Y,PConc
0.0986183556065417,0.0,False,False,False,False,False,True,False,False,108.0203989788082,0.0890013542585342,85000,105.0,8470,0,0,1,0,0,Fa,N,3,1915,1982,0.0,1526,1013,1013,TA,N,CBlock
0.3456424500088776,0.8350439463269663,True,False,False,False,True,False,True,False,164.85996286569352,0.3750896199186986,123600,60.0,8070,0,0,1,0,0,TA,Y,4,1994,1995,0.0,990,990,990,Gd,Y,PConc
0.3453653251683594,0.8350439463269663,True,False,False,False,True,False,True,False,164.29920335068715,0.373869680214569,109900,60.0,7200,0,29,1,2,420,TA,Y,4,1950,1950,0.0,1040,0,1040,,Y,Slab
0.3258753466175003,0.8350439463269663,True,False,False,False,True,False,True,False,124.86141459371603,0.3756925786230385,98600,85.0,8500,0,0,1,2,480,TA,Y,5,1961,1961,203.0,1235,1235,1235,TA,Y,CBlock
0.3397956171688098,0.8350439463269663,True,False,True,False,True,False,False,False,131.72905021469498,0.3982968878958348,163500,80.0,13360,0,0,1,2,432,TA,Y,5,1921,2006,0.0,964,876,964,Gd,Y,BrkTil
0.2915311050370621,0.0,False,False,False,False,True,False,True,False,200.17892018796184,0.3082731543153614,133900,60.0,7200,0,0,2,2,506,TA,Y,6,1910,1998,0.0,2291,1214,1260,TA,N,BrkTil
0.4229248929633388,0.8350439463269663,True,False,False,False,True,False,False,False,236.04065617753025,0.4400241394890259,204750,69.0,9337,0,162,2,2,684,Gd,Y,6,1997,1997,0.0,1786,824,905,Gd,Y,PConc
0.4070533104748894,0.8350439463269663,True,False,False,True,True,False,False,False,203.9246579077057,0.4406242937342759,185000,,9765,232,63,2,2,420,TA,Y,6,1993,1993,68.0,1470,680,680,Gd,Y,PConc
0.3750782433330806,0.8350439463269663,True,False,False,False,True,False,False,False,224.4230145121821,0.378166111540377,214000,78.0,10264,158,29,2,2,472,Gd,Y,7,1999,1999,183.0,1588,1588,1588,Gd,Y,PConc
0.3103209008762846,0.8350439463269663,True,False,True,False,True,False,True,False,93.38713955677449,0.3790873763514266,94750,73.0,10921,120,0,1,1,432,TA,P,4,1965,1965,48.0,960,960,960,TA,Y,CBlock
0.3162502258140507,0.8350439463269663,True,False,False,False,True,False,True,False,84.08517169394264,0.3944617900903241,83000,85.0,10625,0,0,1,1,366,TA,Y,5,1920,1950,0.0,835,458,835,TA,N,BrkTil
0.3377688332209723,0.8350439463269663,True,False,False,False,True,False,False,False,148.9277731598683,0.3768424068499192,128950,77.0,9320,352,0,1,0,0,TA,Y,4,1959,1959,0.0,1225,950,1225,TA,Y,CBlock
0.3670169958482785,0.8350439463269663,True,False,False,False,True,False,False,False,208.1111558514001,0.3786414673561241,205000,,10603,168,68,2,2,480,Gd,Y,6,1977,2001,28.0,1610,1610,1610,TA,Y,PConc
0.4091279266516153,0.8350439463269663,True,False,False,False,True,False,True,False,208.12262427878235,0.439840447418634,178000,77.0,9206,192,46,2,2,476,Gd,Y,6,1985,1985,336.0,1732,741,977,Gd,Y,CBlock
0.4280255136639785,0.8350439463269663,True,False,False,False,True,False,True,False,182.4620105655265,0.484140790226857,118964,64.0,7018,0,0,2,2,410,TA,Y,5,1979,1979,0.0,1535,0,1535,,Y,Slab
0.3658848624436564,0.8350439463269663,True,False,False,False,True,False,False,False,205.82029452799293,0.3783596192175838,198900,94.0,10402,0,36,2,3,740,Gd,Y,7,2009,2009,0.0,1226,1226,1226,Gd,Y,PConc
0.2728422904227808,0.3712831948941708,False,False,False,False,True,False,True,True,235.17447810974727,0.2365162447801792,169500,,7758,0,0,1,1,240,TA,Y,7,1931,1950,600.0,1818,1040,1226,TA,Y,PConc
0.4976142368400497,1.0,False,False,False,False,True,False,True,False,287.03773469819777,0.5060598456809485,250000,75.0,9375,140,45,2,2,648,Gd,Y,8,2003,2004,768.0,1992,1053,1053,Ex,Y,PConc
0.1848219166899046,0.3712831948941708,False,False,False,False,True,False,True,True,99.66588010354089,0.2092028796875767,100000,60.0,10800,0,0,1,1,273,TA,N,4,1885,1995,0.0,1047,641,1047,Fa,Y,BrkTil
0.2269978426224913,0.3712831948941708,False,False,False,False,True,False,True,True,206.30837181432963,0.1866827041874789,115000,50.0,6000,0,0,1,1,250,TA,Y,5,1948,1950,0.0,789,789,789,TA,Y,CBlock
0.2285895331562051,0.3712831948941708,False,False,False,False,False,False,True,True,145.62943892776212,0.2375566991025518,115000,85.0,8500,0,0,2,0,0,Fa,N,5,1919,2005,0.0,1517,793,997,TA,N,CBlock
0.3501791756591195,0.8350439463269663,True,False,False,False,True,False,False,False,174.03998465872343,0.3802512268737571,190000,105.0,11751,0,122,2,2,546,TA,Y,6,1977,1977,480.0,1844,1844,1844,Gd,Y,CBlock
0.3722036304609132,0.8350439463269663,True,False,False,False,True,False,True,False,154.7065585833987,0.424498284959271,136900,75.0,9525,182,0,2,1,325,TA,Y,6,1954,1972,0.0,1855,994,1216,TA,Y,CBlock
0.4508764700247102,0.8350439463269663,True,False,False,False,True,False,False,False,250.00060764036576,0.4693777485695692,180000,,7750,180,0,2,2,400,TA,Y,7,2000,2000,0.0,1430,384,774,Gd,Y,PConc
0.5112440708644558,0.8350439463269663,True,False,False,False,True,False,True,False,414.7536841146525,0.4409047396432712,383970,77.0,9965,120,184,2,3,792,Ex,Y,7,2007,2007,220.0,2696,1264,1282,Ex,Y,PConc
0.3191373403861191,0.8350439463269663,True,False,False,False,True,False,True,False,111.22712219555164,0.3932204479352449,217000,,21000,166,120,2,2,450,Gd,Y,6,1953,1953,184.0,2259,1809,2259,Gd,Y,CBlock
0.5069655553384749,0.8350439463269663,True,False,False,False,True,False,False,False,384.7962468359054,0.4528997801787753,259500,61.0,7259,224,0,2,1,180,Gd,Y,6,1945,2002,0.0,2320,1028,1436,TA,Y,CBlock
0.7508785744626962,1.0,False,False,False,False,True,False,True,False,586.5167334390419,0.6553378819691731,176000,34.0,3230,0,32,2,2,440,TA,Y,6,1999,1999,1129.0,1458,729,729,Gd,Y,PConc
0.3278236239738773,0.8350439463269663,True,False,False,False,True,False,True,False,128.8037355470348,0.3800619258851853,139000,,11616,0,20,1,1,288,TA,Y,5,1962,1962,116.0,1092,1092,1092,TA,Y,CBlock
0.3607625512783491,0.8350439463269663,True,False,False,False,True,False,True,False,195.45534593876224,0.3757430588866576,155000,74.0,8536,80,64,1,2,430,TA,Y,5,2006,2007,0.0,1125,1125,1125,Gd,Y,PConc
0.443817737577184,0.8350439463269663,True,False,False,False,True,False,True,False,278.3171312522926,0.4442855150762096,320000,90.0,12376,367,0,3,3,594,Gd,Y,7,1990,1990,0.0,3222,1673,1699,Gd,Y,PConc
0.4093760994359202,0.8350439463269663,True,False,False,False,True,False,True,False,208.6247995796483,0.4387957864076265,163990,65.0,8461,0,24,2,2,390,Gd,Y,6,2005,2006,0.0,1456,728,728,Gd,Y,PConc
0.3719600285000303,0.8350439463269663,True,True,False,False,True,False,False,False,90.31392855138373,0.4885925000243824,180000,,21453,0,130,1,2,540,TA,Y,6,1969,1969,0.0,988,938,988,TA,Y,CBlock
0.2444002917318183,0.3712831948941708,False,False,False,False,True,False,True,True,177.62236058056794,0.2341352590128091,100000,50.0,6060,0,0,1,1,264,TA,P,4,1939,1950,0.0,1123,732,772,TA,Y,PConc
0.3406116063640072,0.8350439463269663,True,False,False,False,True,False,True,False,154.6800979459857,0.3770443279043958,136000,75.0,9464,0,0,1,1,288,TA,Y,6,1958,1958,135.0,1080,1080,1080,TA,Y,CBlock
0.4731664296873709,0.8350439463269663,True,False,False,False,True,False,True,False,209.9045269104123,0.532734759901798,153900,55.0,7892,0,63,2,2,530,Gd,Y,6,1993,1993,0.0,1199,1199,1199,Gd,Y,PConc
0.3206633000700713,0.8350439463269663,True,True,False,False,True,False,False,False,114.31488730059364,0.3876718256257728,181000,48.0,17043,192,0,2,2,435,TA,Y,6,1979,1998,0.0,1586,1362,1586,Gd,Y,CBlock
